Company_ID,Year,ESG_Score,Environmental_Score,Social_Score,Governance_Score
158,2017,72.6,93.8,45.3,95.9
158,2018,67.1,90.6,39.9,88.3
158,2019,65.6,90.6,37.1,87.5
158,2020,70.2,97.1,42.1,89.9
158,2021,71.5,91.0,51.4,85.4
158,2022,72.1,100.0,49.9,82.2
158,2023,71.7,95.3,51.5,82.3
158,2024,68.3,92.6,43.7,85.1
158,2025,65.1,88.8,36.1,88.9
159,2012,68.7,76.5,56.8,68.8
159,2013,68.7,80.9,51.7,67.3
159,2014,69.2,83.4,52.1,64.2
159,2015,60.6,71.6,43.0,62.0
159,2016,64.8,72.1,46.1,73.9
159,2017,68.3,76.1,50.9,75.1
159,2018,70.5,76.9,56.4,75.9
159,2019,72.2,74.5,54.1,89.9
159,2020,78.3,83.4,61.9,88.8
160,2012,56.5,50.1,57.1,64.5
160,2013,52.2,51.3,41.7,70.1
160,2014,57.4,51.2,56.0,68.2
160,2015,55.6,54.4,55.2,58.1
160,2016,53.4,45.4,54.7,62.7
160,2017,57.0,45.7,60.5,67.4
160,2018,54.6,39.0,63.5,62.3
160,2019,50.4,34.8,58.3,59.4
160,2020,54.6,44.1,61.8,57.7
160,2021,53.2,40.8,59.6,60.4
160,2022,48.6,35.3,52.8,60.5
160,2023,55.7,49.1,56.6,63.5
160,2024,58.4,57.1,54.9,65.8
160,2025,64.0,65.6,62.0,64.9
161,2012,64.5,100.0,47.7,60.4
161,2013,63.2,100.0,48.2,57.5
161,2014,48.9,85.3,38.6,40.6
161,2015,51.6,82.1,40.7,45.9
161,2016,43.6,84.8,41.1,28.7
161,2017,67.5,100.0,59.6,59.2
161,2018,66.2,100.0,54.1,60.0
161,2019,56.3,92.3,50.1,45.7
161,2020,68.2,100.0,56.8,62.4
161,2021,66.1,100.0,50.1,62.2
161,2022,66.8,100.0,50.2,63.5
161,2023,65.1,100.0,44.2,63.7
161,2024,63.8,100.0,51.8,56.5
161,2025,55.7,100.0,46.6,43.4
162,2012,44.5,48.9,27.2,57.2
162,2013,47.2,49.7,36.2,55.7
162,2014,43.4,45.6,27.7,58.3
162,2015,42.2,39.9,33.5,56.7
162,2016,38.6,34.4,25.4,62.1
162,2017,40.4,44.3,20.4,57.4
162,2018,36.4,43.2,13.6,51.4
162,2019,41.5,54.2,18.6,46.1
162,2020,41.5,50.3,21.5,49.6
162,2021,43.2,55.4,19.1,50.1
162,2022,43.9,51.7,20.7,57.6
162,2023,47.9,68.1,12.4,54.3
162,2024,49.7,64.5,19.1,59.9
162,2025,50.4,67.0,19.5,57.6
163,2012,46.3,50.4,44.4,38.7
163,2013,46.2,53.9,42.7,32.2
163,2014,45.4,55.3,39.3,29.8
163,2015,43.9,47.9,47.3,28.9
163,2016,44.3,39.0,58.9,35.6
163,2017,44.1,38.7,56.9,38.5
163,2018,42.6,38.3,56.9,31.9
163,2019,47.4,43.4,65.3,30.6
163,2020,55.7,56.1,72.4,29.5
163,2021,47.6,47.3,59.4,30.5
163,2022,49.4,46.1,64.8,34.6
163,2023,51.3,57.4,59.8,23.3
163,2024,53.5,65.8,53.2,23.3
163,2025,56.1,64.9,57.9,31.4
164,2012,43.9,36.2,60.4,38.2
164,2013,45.2,42.6,60.1,29.2
164,2014,51.2,54.1,54.8,38.7
164,2015,54.6,57.3,61.3,37.8
164,2016,56.3,60.6,56.1,45.8
164,2017,63.2,60.6,74.7,52.3
164,2018,64.2,58.5,77.6,58.2
164,2019,61.3,56.0,72.9,56.9
164,2020,67.2,66.9,72.5,59.8
164,2021,66.7,61.7,74.1,68.3
164,2022,61.8,58.7,70.8,55.8
164,2023,59.7,58.6,68.5,49.3
164,2024,65.1,68.5,69.5,50.0
164,2025,57.8,60.0,60.1,48.6
165,2012,55.5,49.4,60.1,56.5
165,2013,53.6,47.9,62.4,47.5
165,2014,49.9,48.2,55.3,43.7
165,2015,45.9,44.0,49.8,42.3
165,2016,49.3,45.0,55.9,44.7
165,2017,50.3,53.0,54.6,39.6
165,2018,54.4,60.9,53.7,46.6
165,2019,63.2,72.7,59.7,55.7
165,2020,69.4,74.2,64.8,70.2
165,2021,69.7,74.3,68.0,66.0
165,2022,70.8,77.9,64.7,70.6
165,2023,70.5,76.8,66.4,68.3
165,2024,76.8,94.5,62.2,75.5
165,2025,65.4,78.9,53.8,65.1
166,2012,32.5,21.2,56.0,31.5
166,2013,29.4,28.2,34.8,26.5
166,2014,28.6,26.4,35.7,26.0
166,2015,28.6,20.4,42.9,30.5
166,2016,36.3,32.9,56.6,22.7
166,2017,40.8,31.8,68.7,30.7
167,2012,48.5,65.5,24.5,46.7
167,2013,47.8,58.3,26.7,54.3
167,2014,43.7,59.7,17.7,46.2
167,2015,48.4,76.7,16.1,36.3
167,2016,45.8,72.5,13.5,36.5
167,2017,49.1,69.7,20.2,46.7
167,2018,49.6,68.3,17.6,54.2
167,2019,46.1,62.7,12.9,56.1
167,2020,46.6,64.3,15.3,52.5
167,2021,52.9,74.7,17.4,56.2
167,2022,57.4,82.2,24.4,52.3
167,2023,57.9,81.2,27.1,52.8
167,2024,63.3,86.6,34.6,55.7
167,2025,54.7,72.4,27.2,55.8
168,2012,68.5,79.1,71.0,55.9
168,2013,74.0,90.6,72.7,62.0
168,2014,77.0,90.3,83.8,55.7
168,2015,77.5,88.5,81.0,63.0
168,2016,76.4,99.1,73.9,61.4
168,2017,76.3,91.5,80.2,57.9
168,2018,79.3,95.8,86.1,55.2
168,2019,76.7,94.8,80.8,55.4
168,2020,79.3,92.2,83.0,63.1
168,2021,72.9,96.5,69.3,58.6
168,2022,75.5,100.0,75.8,54.7
168,2023,76.2,95.8,80.0,54.3
168,2024,79.6,88.2,88.7,58.8
168,2025,72.0,85.3,80.4,48.4
169,2012,78.2,58.1,100.0,62.1
169,2013,76.4,67.2,90.5,63.0
169,2014,76.7,57.6,96.9,62.3
169,2015,79.1,61.5,99.0,63.9
169,2016,77.2,63.4,97.5,58.2
169,2017,82.4,65.1,100.0,70.3
169,2018,79.2,67.0,100.0,58.3
169,2019,80.7,75.2,100.0,56.3
169,2020,80.9,77.4,100.0,55.3
169,2021,81.8,70.5,100.0,63.8
169,2022,82.0,66.0,100.0,68.5
169,2023,80.9,68.1,99.6,63.6
169,2024,69.8,45.3,90.2,59.7
169,2025,74.6,51.3,95.4,62.9
170,2012,70.8,73.8,77.9,58.4
170,2013,64.6,70.2,70.4,51.3
170,2014,70.0,74.8,75.9,57.2
170,2015,66.2,69.9,74.2,51.9
170,2016,64.4,77.5,67.6,47.2
170,2017,69.3,84.3,71.3,51.6
170,2018,66.0,84.4,63.8,50.4
170,2019,66.6,82.3,69.2,47.6
170,2020,67.8,82.2,69.3,51.4
170,2021,76.2,88.5,77.1,62.8
170,2022,69.1,89.6,67.7,50.6
170,2023,69.7,88.6,63.9,58.6
170,2024,73.0,89.0,76.6,52.3
170,2025,66.6,83.6,65.9,50.4
171,2012,43.7,47.7,30.3,52.7
171,2013,43.4,45.1,32.5,53.4
171,2014,46.5,40.1,47.8,56.4
171,2015,49.1,44.9,40.4,67.2
171,2016,57.3,56.0,46.4,72.6
171,2017,60.7,64.4,52.3,64.1
171,2018,56.4,66.4,47.3,49.3
171,2019,54.0,57.1,46.4,57.5
171,2020,52.5,59.4,41.5,53.1
171,2021,49.8,53.1,36.7,59.7
171,2022,52.2,53.2,44.7,59.6
171,2023,54.3,54.5,47.8,61.9
171,2024,47.9,48.6,35.6,61.6
171,2025,51.3,54.4,35.2,65.2
172,2012,53.7,39.5,69.1,50.1
172,2013,61.9,44.9,67.9,65.1
172,2014,65.2,52.7,68.8,68.0
172,2015,63.1,51.8,73.6,61.3
172,2016,62.8,58.8,74.2,57.5
172,2017,65.5,58.2,72.4,64.3
172,2018,68.5,60.8,74.9,67.8
172,2019,62.2,56.3,77.5,55.4
172,2020,65.5,59.9,84.0,56.6
172,2021,63.8,55.1,75.5,60.2
172,2022,60.4,48.6,74.1,56.8
172,2023,65.3,49.4,78.6,63.7
172,2024,49.4,25.3,76.1,43.0
172,2025,45.0,38.9,65.1,35.3
173,2012,41.7,41.0,13.9,70.7
173,2013,43.2,35.7,22.2,79.3
173,2014,36.5,34.4,17.9,59.3
173,2015,34.5,32.5,12.5,60.4
173,2016,37.9,31.4,13.3,75.4
173,2017,38.0,32.2,11.7,76.0
173,2018,42.6,41.8,7.3,79.4
173,2019,47.8,49.9,14.0,77.2
173,2020,46.9,47.5,23.5,69.2
173,2021,54.0,59.8,23.0,73.6
173,2022,48.8,48.9,29.6,67.7
173,2023,46.1,46.4,28.1,63.5
173,2024,53.4,59.4,25.1,69.6
173,2025,51.6,51.6,27.0,76.0
174,2012,49.9,57.9,45.3,46.0
174,2013,57.8,67.0,50.0,57.3
174,2014,57.7,61.3,52.4,61.3
174,2015,57.3,58.6,52.1,63.8
174,2016,65.2,70.9,59.9,65.5
174,2017,69.8,78.7,60.6,72.1
174,2018,67.1,73.6,59.4,70.2
174,2019,66.4,73.9,55.1,74.1
174,2020,64.0,76.0,51.3,67.5
174,2021,66.0,84.7,52.3,61.6
174,2022,63.9,77.6,52.8,62.6
174,2023,58.8,76.4,43.0,59.5
174,2024,56.8,71.2,51.7,44.7
174,2025,57.1,65.6,49.9,56.8
175,2012,51.6,52.7,40.4,60.8
175,2013,47.4,51.8,30.4,55.6
175,2014,50.2,53.5,29.4,64.5
175,2015,50.9,52.9,39.4,58.4
175,2016,50.0,53.7,32.8,59.9
175,2017,52.7,57.6,39.2,56.5
175,2018,52.5,54.9,38.5,61.7
175,2019,55.9,57.2,46.9,62.3
175,2020,55.7,59.6,49.5,54.0
175,2021,53.4,54.4,38.4,66.5
175,2022,54.4,58.6,35.9,64.5
175,2023,48.2,56.0,28.3,52.3
175,2024,42.1,47.2,25.8,48.1
175,2025,49.6,51.4,40.9,54.7
176,2012,48.7,62.1,49.9,13.6
176,2013,49.9,62.1,55.2,11.4
176,2014,45.3,55.1,52.6,10.0
176,2015,47.4,56.8,59.5,5.9
176,2016,49.0,62.0,56.4,5.5
176,2017,48.6,61.6,56.3,4.6
176,2018,45.1,54.5,51.6,11.7
176,2019,61.5,76.0,59.2,28.8
176,2020,62.7,70.7,69.6,32.3
176,2021,63.2,77.8,72.6,12.8
176,2022,61.3,78.6,68.8,6.7
176,2023,53.5,72.4,56.6,1.7
176,2024,47.9,62.3,55.6,0.6
176,2025,58.8,73.9,67.6,7.6
177,2012,37.1,20.0,47.2,55.7
177,2013,32.5,10.3,45.8,56.5
177,2014,30.9,0.0,49.3,64.4
177,2015,33.6,10.1,41.9,65.9
177,2016,29.8,7.4,42.3,55.3
177,2017,32.9,16.4,37.6,56.9
177,2018,33.0,21.6,37.2,48.5
177,2019,32.4,16.6,41.5,50.1
177,2020,32.6,11.7,44.8,55.7
177,2021,30.1,5.0,47.0,55.0
177,2022,39.6,14.9,55.4,65.2
177,2023,36.4,17.6,51.5,52.2
177,2024,43.4,29.3,58.6,50.4
177,2025,39.7,26.6,49.4,51.8
178,2012,55.2,69.0,45.1,42.6
178,2013,53.1,71.6,38.5,37.3
178,2014,56.7,72.6,43.3,44.0
178,2015,50.3,62.0,47.4,32.6
178,2016,48.1,64.1,42.0,26.8
178,2017,50.8,62.2,48.8,32.7
178,2018,56.4,72.7,51.5,33.1
178,2019,60.0,71.5,60.2,39.0
178,2020,60.6,78.3,55.5,34.9
178,2021,64.1,81.0,62.2,35.9
178,2022,56.4,71.7,51.4,34.9
178,2023,62.6,78.7,55.3,42.2
178,2024,62.5,82.8,51.4,39.3
178,2025,57.2,73.5,49.2,37.3
179,2012,42.4,38.3,46.0,40.4
179,2013,43.3,40.8,44.6,43.4
179,2014,39.3,39.0,39.1,39.9
179,2015,42.8,43.5,41.4,44.4
179,2016,43.0,46.5,36.3,50.1
179,2017,47.2,53.1,44.7,45.9
179,2018,56.3,48.9,62.9,52.7
179,2019,50.8,51.2,51.3,49.8
179,2020,48.7,44.0,52.9,46.3
179,2021,50.4,46.2,55.1,46.7
179,2022,46.8,52.0,48.5,39.8
179,2023,53.0,57.6,52.2,50.4
179,2024,52.5,54.8,47.3,58.4
179,2025,48.7,59.8,38.0,55.4
180,2012,65.6,70.8,53.6,67.1
180,2013,56.6,61.2,45.5,58.7
180,2014,61.6,66.0,48.0,66.5
181,2012,34.9,23.5,32.4,58.4
181,2013,37.1,30.5,25.8,62.4
181,2014,39.1,34.6,24.3,64.8
181,2015,34.9,25.5,29.7,58.1
181,2016,37.1,30.8,30.4,56.4
181,2017,39.9,32.2,35.6,58.8
181,2018,46.0,35.6,38.2,74.1
181,2019,44.1,33.4,34.8,74.6
181,2020,48.9,38.2,36.6,82.9
181,2021,47.3,33.6,39.6,81.1
181,2022,43.8,30.3,32.7,81.4
181,2023,40.4,22.7,36.7,76.7
181,2024,44.5,33.4,42.8,66.6
181,2025,40.5,26.6,34.2,73.0
182,2012,81.7,70.2,85.7,87.8
182,2013,75.3,66.8,80.8,76.6
182,2014,83.8,77.7,83.2,90.8
182,2015,76.2,63.9,84.8,77.2
182,2016,82.1,63.9,93.7,84.8
182,2017,72.5,56.1,78.2,81.3
182,2018,77.1,61.5,88.8,77.2
182,2019,75.4,65.1,82.0,76.8
182,2020,93.4,81.5,99.8,96.8
182,2021,75.4,64.4,77.8,83.1
182,2022,75.4,64.3,72.8,90.0
182,2023,76.5,64.5,78.1,86.5
182,2024,80.0,78.9,76.1,86.3
182,2025,72.6,71.2,70.6,76.8
183,2012,69.5,73.5,57.2,73.7
183,2013,77.6,85.7,68.6,70.6
183,2014,82.2,87.2,75.1,79.1
183,2015,78.3,83.5,66.9,79.2
183,2016,74.6,78.6,63.6,77.4
183,2017,70.0,75.8,60.9,67.5
183,2018,70.9,67.6,67.1,81.3
183,2019,68.6,73.0,58.4,69.8
183,2020,66.6,69.4,53.4,74.3
183,2021,70.1,68.8,61.2,81.5
183,2022,69.3,73.6,59.8,70.3
183,2023,71.4,69.9,69.9,76.1
184,2012,41.1,28.8,42.1,70.3
184,2013,37.9,29.0,36.7,61.9
184,2014,45.8,35.6,40.9,78.9
184,2015,45.1,29.1,47.1,81.9
184,2016,45.4,27.4,54.9,76.2
184,2017,41.2,18.9,59.4,69.5
184,2018,53.5,33.4,69.3,79.9
185,2012,39.4,76.3,12.9,30.2
185,2013,39.2,81.1,8.4,29.8
185,2014,41.3,91.2,13.2,16.3
185,2015,46.3,95.7,15.6,26.2
185,2016,46.1,95.0,16.4,25.1
185,2017,55.9,100.0,22.3,47.8
185,2018,55.9,97.3,21.6,52.7
185,2019,51.0,96.9,8.4,55.1
185,2020,50.4,95.0,10.0,52.4
185,2021,44.7,86.8,12.4,37.5
185,2022,47.3,91.5,16.8,34.1
185,2023,44.2,81.3,16.8,36.3
185,2024,46.4,78.4,16.9,49.0
185,2025,51.5,76.0,31.2,49.6
186,2012,54.4,62.7,72.2,19.9
186,2013,58.1,68.2,75.0,20.9
186,2014,55.0,63.5,73.0,19.8
186,2015,55.5,64.8,66.5,26.0
186,2016,52.1,60.3,70.0,17.8
186,2017,51.8,60.1,67.0,20.0
186,2018,56.7,61.2,81.0,23.5
186,2019,59.9,62.5,82.3,32.2
186,2020,56.6,57.8,82.1,28.6
186,2021,55.9,59.6,80.2,24.3
186,2022,55.4,64.8,78.5,13.7
186,2023,54.0,59.3,80.1,17.5
186,2024,55.8,64.1,84.4,10.6
186,2025,61.3,68.0,82.8,26.3
187,2012,62.3,60.5,68.4,54.6
187,2013,60.6,48.1,70.8,55.6
187,2014,64.9,44.4,79.4,60.1
187,2015,63.3,55.5,72.7,55.6
187,2016,61.8,60.9,69.8,50.4
187,2017,58.0,54.9,65.9,48.9
187,2018,57.8,62.5,59.8,51.0
187,2019,61.4,56.8,61.2,65.4
187,2020,62.6,53.5,70.1,59.1
187,2021,63.9,51.1,72.6,61.5
187,2022,61.5,55.9,65.8,59.7
187,2023,57.7,53.3,64.6,50.9
187,2024,57.1,55.0,58.4,56.8
187,2025,59.0,57.6,63.6,53.3
188,2012,54.0,42.8,59.7,60.4
188,2013,55.0,38.9,62.7,65.2
188,2014,60.8,50.6,71.2,58.5
188,2015,65.6,52.9,72.7,72.0
188,2016,67.1,52.4,77.7,70.8
188,2017,64.0,42.7,81.2,66.1
188,2018,68.2,60.0,76.8,65.9
188,2019,62.8,50.7,65.2,75.9
188,2020,63.9,49.9,71.1,71.9
188,2021,58.5,44.1,68.9,61.9
188,2022,63.3,50.1,72.8,66.5
188,2023,61.1,50.1,66.6,67.7
188,2024,51.9,50.5,53.1,52.0
188,2025,59.5,52.6,69.2,53.8
189,2012,80.8,69.8,94.1,74.8
189,2013,73.4,56.5,92.6,66.3
189,2014,71.5,59.7,87.6,62.3
189,2015,70.4,63.5,81.0,63.3
189,2016,75.2,64.1,85.7,74.1
189,2017,70.1,64.9,81.7,59.0
189,2018,74.4,66.9,87.5,63.9
189,2019,73.0,63.6,81.2,72.9
189,2020,73.0,70.3,77.4,69.6
189,2021,73.6,72.5,74.3,74.2
189,2022,75.6,72.3,75.8,80.0
189,2023,71.6,54.7,82.3,78.2
189,2024,66.9,49.5,83.0,65.4
189,2025,66.9,53.9,78.7,66.1
190,2012,47.8,41.8,48.7,53.3
190,2013,45.4,45.7,45.8,44.5
190,2014,50.6,48.8,52.6,49.2
190,2015,52.6,46.9,55.6,53.9
190,2016,45.4,37.2,48.8,49.0
190,2017,40.0,33.6,36.0,55.0
190,2018,46.5,44.2,45.2,51.5
190,2019,46.1,35.8,48.0,55.0
190,2020,44.9,36.2,47.6,50.4
190,2021,47.2,39.9,48.8,53.0
190,2022,46.5,42.0,45.0,54.5
190,2023,47.0,42.0,42.8,60.6
190,2024,52.0,43.7,49.5,66.5
190,2025,49.4,39.0,41.7,75.7
191,2012,39.8,37.3,44.0,40.4
191,2013,43.8,33.1,54.7,54.3
191,2014,31.5,11.7,49.9,52.6
191,2015,35.6,16.3,54.6,55.1
191,2016,46.6,35.8,59.1,55.8
191,2017,35.7,17.9,55.1,51.9
191,2018,40.0,30.9,53.1,45.3
191,2019,38.5,27.7,50.2,48.5
191,2020,49.5,45.7,54.0,52.7
191,2021,39.3,31.0,47.2,48.0
191,2022,43.8,38.9,42.0,55.2
191,2023,50.2,42.2,53.1,63.1
191,2024,51.1,45.3,49.7,64.2
191,2025,48.7,43.5,41.9,66.0
192,2012,59.6,74.4,72.0,28.6
192,2013,59.0,75.0,68.0,32.3
192,2014,59.7,82.6,70.4,24.5
192,2015,60.7,81.7,66.0,35.4
192,2016,59.8,80.7,68.1,29.9
192,2017,55.0,78.4,60.0,28.1
192,2018,48.2,84.5,47.9,18.5
192,2019,51.5,87.0,50.8,23.1
192,2020,53.1,91.2,53.6,20.5
192,2021,54.9,93.6,58.9,16.7
192,2022,57.3,90.5,59.3,26.7
192,2023,57.7,78.7,65.9,27.9
192,2024,49.4,71.3,57.3,19.3
192,2025,59.1,75.4,69.5,29.9
193,2012,45.4,50.6,44.9,39.0
193,2013,45.0,46.9,43.7,44.6
193,2014,41.2,49.7,28.2,50.3
193,2015,43.1,48.7,35.4,47.6
193,2016,42.7,53.2,35.8,39.0
193,2017,43.0,57.7,35.3,34.7
193,2018,40.3,50.8,35.1,34.1
193,2019,40.2,49.5,36.4,33.3
193,2020,43.7,48.7,46.4,32.2
193,2021,38.4,44.4,35.3,35.1
193,2022,36.5,35.8,36.4,37.7
193,2023,32.5,33.0,30.3,35.5
193,2024,36.9,37.5,40.8,29.8
193,2025,40.6,38.2,47.0,33.9
194,2012,53.2,69.5,60.0,29.4
194,2013,54.9,72.2,60.5,32.0
194,2014,53.1,70.8,62.9,23.5
194,2015,56.5,80.4,62.6,27.4
194,2016,52.8,73.0,61.9,22.3
194,2017,54.1,73.3,62.1,26.2
194,2018,46.7,70.0,49.0,23.7
194,2019,48.6,82.9,51.0,16.3
194,2020,50.3,84.5,52.2,19.1
194,2021,51.4,82.1,54.8,20.6
194,2022,54.2,68.1,63.1,29.4
194,2023,55.8,81.4,58.5,30.3
194,2024,57.4,80.0,70.0,19.8
194,2025,67.2,86.4,77.3,36.2
195,2012,59.3,43.6,63.9,73.8
195,2013,62.1,52.7,60.5,77.8
195,2014,56.1,55.9,49.6,66.7
195,2015,57.8,50.7,57.8,67.9
195,2016,61.0,60.4,56.5,69.0
195,2017,65.1,65.8,60.0,72.2
195,2018,63.7,55.3,72.2,61.9
195,2019,64.7,54.3,69.9,70.8
195,2020,60.9,51.3,64.6,68.5
195,2021,61.2,51.3,69.8,61.5
195,2022,61.6,52.2,68.5,63.8
195,2023,69.0,63.7,72.9,70.1
195,2024,70.8,67.1,71.8,74.5
196,2012,59.0,59.3,51.4,69.7
196,2013,64.9,70.9,50.4,71.7
196,2014,68.1,72.6,54.5,77.4
196,2015,62.2,60.6,58.7,71.5
196,2016,64.6,57.3,70.9,73.6
196,2017,68.1,58.2,76.6,80.2
196,2018,68.0,63.0,68.6,79.4
196,2019,71.7,64.7,75.2,84.0
196,2020,68.2,64.1,67.2,80.1
196,2021,61.2,54.2,66.1,71.4
196,2022,67.0,58.1,71.9,81.8
196,2023,71.6,60.1,80.0,87.6
196,2024,67.1,55.3,77.2,81.3
196,2025,62.8,58.2,67.4,67.4
197,2012,39.2,44.1,59.0,25.3
197,2013,42.8,40.1,61.3,32.7
197,2014,46.1,41.0,65.2,36.6
198,2012,46.5,24.4,61.6,48.4
198,2013,45.1,21.3,60.3,48.5
198,2014,45.9,25.4,62.4,44.5
198,2015,55.6,31.0,71.2,59.4
198,2016,53.8,33.5,68.4,54.5
198,2017,53.1,35.6,57.2,65.0
198,2018,47.8,25.1,55.1,60.8
198,2019,45.1,24.3,56.4,50.9
198,2020,37.1,6.0,52.5,47.6
198,2021,29.1,14.9,38.0,31.5
198,2022,26.6,17.9,31.9,28.3
198,2023,34.8,24.8,37.6,40.9
198,2024,32.7,21.8,39.1,35.1
198,2025,42.7,27.4,53.8,43.2
199,2012,43.4,48.5,26.9,64.0
199,2013,41.3,41.3,22.2,69.8
199,2014,40.2,40.7,20.0,70.2
199,2015,42.3,40.9,23.2,72.0
199,2016,47.0,56.6,25.6,71.0
199,2017,49.4,64.2,28.8,68.1
199,2018,44.2,62.6,23.2,60.5
199,2019,48.9,63.6,25.9,71.1
199,2020,47.8,61.3,23.2,73.4
199,2021,45.9,63.1,20.8,69.3
199,2022,46.0,64.1,27.9,58.1
199,2023,41.4,65.2,17.1,58.0
199,2024,39.8,65.9,13.7,57.2
199,2025,43.6,60.5,15.9,70.9
200,2012,60.6,46.0,76.7,53.8
200,2013,62.0,52.2,72.7,57.4
200,2014,61.3,49.5,67.5,64.7
200,2015,68.5,55.1,78.3,68.7
200,2016,70.7,53.8,89.8,62.2
200,2017,64.4,48.8,81.3,57.6
200,2018,60.2,48.2,76.3,50.6
200,2019,66.0,49.0,85.1,57.5
200,2020,71.9,55.6,92.0,61.5
200,2021,74.5,57.0,99.9,58.2
200,2022,74.0,64.2,100.0,49.1
200,2023,67.8,53.0,90.8,52.0
200,2024,65.9,52.8,82.6,56.8
200,2025,64.8,51.1,82.9,54.5
201,2012,50.4,33.5,76.5,41.5
201,2013,49.3,32.2,73.3,41.8
201,2014,47.5,33.6,54.6,48.8
201,2015,49.9,31.8,68.0,46.2
201,2016,49.4,41.9,63.9,43.7
201,2017,55.4,40.9,73.0,50.7
201,2018,50.2,43.5,69.1,41.5
201,2019,40.4,33.6,59.0,32.0
201,2020,44.7,35.9,50.8,44.5
201,2021,52.8,43.7,67.8,47.4
201,2022,51.3,42.0,57.6,51.2
201,2023,48.3,39.8,66.1,41.0
201,2024,42.1,37.2,68.8,28.0
201,2025,39.4,42.2,61.7,25.0
202,2012,55.0,64.4,53.8,49.1
202,2013,48.7,55.6,51.4,39.0
202,2014,51.0,60.6,49.7,44.9
202,2015,54.1,59.3,52.1,52.8
202,2016,49.8,60.7,48.1,43.1
202,2017,54.0,57.5,54.4,50.6
202,2018,56.8,50.8,61.8,54.4
202,2019,53.6,64.9,44.1,58.5
202,2020,52.0,74.8,39.7,51.6
203,2012,65.0,76.4,49.9,78.4
203,2013,48.8,58.5,34.7,62.6
203,2014,49.3,65.5,34.0,57.4
203,2015,57.9,67.6,49.0,62.3
203,2016,57.0,68.0,46.1,63.3
203,2017,53.6,71.7,34.2,67.0
203,2018,61.4,78.3,39.4,80.6
203,2019,68.9,73.6,56.3,85.9
203,2020,75.0,92.1,59.2,82.9
203,2021,67.3,77.8,49.7,86.2
203,2022,67.5,78.8,44.0,96.4
203,2023,63.4,69.2,41.4,96.1
203,2024,55.7,71.9,33.7,75.7
203,2025,58.0,77.3,32.9,80.1
204,2012,53.6,55.3,43.6,64.4
204,2013,59.5,58.7,56.8,65.7
204,2014,61.2,67.0,46.3,69.1
204,2015,58.3,59.4,52.8,63.9
204,2016,52.4,55.2,42.6,59.9
204,2017,55.6,62.0,46.3,53.5
204,2018,55.6,56.7,52.4,57.7
204,2019,54.4,51.9,55.2,59.7
204,2020,55.2,56.3,53.2,55.7
205,2012,63.7,45.6,62.8,87.1
205,2013,63.0,53.5,56.3,86.4
205,2014,60.2,42.2,56.7,87.9
205,2015,57.5,46.5,52.2,80.3
205,2016,52.7,51.2,39.0,79.2
205,2017,52.1,31.6,45.7,88.2
205,2018,56.8,48.5,50.8,77.7
205,2019,61.8,56.5,49.2,90.7
206,2012,59.3,45.6,63.8,67.6
206,2013,51.2,38.1,52.1,65.1
206,2014,48.6,35.9,45.3,69.8
206,2015,56.1,54.6,52.3,64.8
206,2016,50.0,38.0,53.9,57.5
206,2017,48.8,36.1,54.2,54.4
206,2018,52.9,46.3,53.1,60.4
206,2019,49.4,45.9,55.5,42.7
206,2020,55.7,49.1,63.8,49.2
206,2021,51.9,46.0,53.2,56.8
206,2022,56.5,52.5,57.4,59.5
206,2023,56.5,55.2,54.6,61.3
206,2024,54.4,57.5,54.4,50.6
206,2025,53.1,50.3,52.9,56.7
207,2012,43.2,19.0,73.8,17.5
207,2013,41.4,9.1,76.7,15.5
207,2014,51.0,29.6,85.1,17.7
207,2015,59.6,46.9,91.8,21.9
207,2016,47.0,31.9,85.1,2.5
207,2017,47.4,31.6,85.2,3.7
207,2018,50.5,35.6,92.5,0.0
207,2019,53.7,44.2,90.3,6.7
207,2020,62.9,55.1,89.5,29.6
207,2021,55.9,43.6,81.5,27.7
207,2022,57.6,42.7,84.7,29.3
207,2023,52.4,28.6,74.4,39.1
207,2024,50.5,31.6,72.4,33.3
207,2025,50.2,25.5,70.1,40.8
208,2012,46.4,38.1,61.9,43.7
208,2013,45.6,40.6,57.7,40.1
208,2014,49.4,40.7,66.3,45.7
208,2015,55.7,52.8,63.2,51.7
208,2016,54.6,49.7,65.4,50.4
208,2017,45.7,44.2,53.6,37.8
208,2018,45.3,39.3,57.9,41.3
208,2019,49.2,47.4,61.0,36.1
208,2020,45.4,35.6,66.7,37.9
208,2021,49.1,45.0,65.2,35.3
208,2022,54.7,49.2,74.3,39.2
208,2023,53.3,43.8,71.4,49.7
208,2024,56.4,45.4,72.9,59.3
208,2025,50.2,36.1,69.5,56.5
209,2012,60.7,57.0,62.8,66.6
209,2013,57.7,53.0,59.7,66.4
209,2014,63.5,59.5,62.1,75.7
209,2015,57.1,53.5,54.8,69.7
209,2016,61.0,57.8,62.4,66.7
209,2017,57.2,54.4,60.2,59.8
209,2018,55.0,47.7,58.4,68.3
209,2019,58.8,49.7,62.5,75.9
209,2020,58.1,44.0,65.8,81.8
209,2021,47.9,41.5,53.1,56.0
210,2012,46.2,50.6,54.0,29.8
210,2013,47.2,43.4,65.3,36.5
210,2014,53.5,60.4,62.1,31.0
210,2015,48.2,53.8,57.0,28.1
210,2016,37.1,44.2,45.5,14.5
210,2017,38.6,40.1,56.6,17.4
