Company_ID,Company_Name,Industry,Region
1169,Firm_1169,Transportation,Europe
1170,Firm_1170,Consumer Goods,Latin America
1172,Firm_1172,Healthcare,Oceania
1173,Firm_1173,Technology,North America
1174,Firm_1174,Technology,Europe
1175,Firm_1175,Retail,Latin America
1176,Firm_1176,Energy,Europe
1177,Firm_1177,Manufacturing,North America
1178,Firm_1178,Utilities,Europe
1179,Firm_1179,Healthcare,Africa
1180,Firm_1180,Transportation,Asia
1181,Firm_1181,Transportation,North America
1182,Firm_1182,Energy,Europe
1183,Firm_1183,Manufacturing,Europe
1184,Firm_1184,Retail,Europe
1186,Firm_1186,Technology,Oceania
1187,Firm_1187,Manufacturing,Africa
1188,Firm_1188,Consumer Goods,Europe
1190,Firm_1190,Technology,North America
1191,Firm_1191,Manufacturing,Africa
1192,Firm_1192,Consumer Goods,Oceania
1193,Firm_1193,Consumer Goods,Africa
1194,Firm_1194,Manufacturing,North America
1195,Firm_1195,Healthcare,Asia
1196,Firm_1196,Finance,North America
1197,Firm_1197,Consumer Goods,North America
1198,Firm_1198,Technology,Europe
1199,Firm_1199,Manufacturing,Europe
1200,Firm_1200,Consumer Goods,Latin America
1201,Firm_1201,Utilities,Oceania
1202,Firm_1202,Finance,North America
1203,Firm_1203,Retail,Europe
1204,Firm_1204,Transportation,Oceania
1205,Firm_1205,Consumer Goods,Africa
1206,Firm_1206,Consumer Goods,North America
1207,Firm_1207,Transportation,Asia
1208,Firm_1208,Utilities,Oceania
1209,Firm_1209,Technology,Asia
1210,Firm_1210,Retail,Latin America
1211,Firm_1211,Healthcare,North America
1212,Firm_1212,Healthcare,Oceania
1213,Firm_1213,Technology,Europe
1214,Firm_1214,Finance,Latin America
1215,Firm_1215,Consumer Goods,North America
1216,Firm_1216,Transportation,Asia
1217,Firm_1217,Transportation,Oceania
1218,Firm_1218,Consumer Goods,Asia
1220,Firm_1220,Healthcare,Oceania
1221,Firm_1221,Energy,Middle East
1222,Firm_1222,Energy,Latin America
1223,Firm_1223,Finance,Middle East
1224,Firm_1224,Utilities,Europe
1225,Firm_1225,Finance,Asia
1226,Firm_1226,Technology,Asia
1227,Firm_1227,Manufacturing,North America
1228,Firm_1228,Manufacturing,Asia
1229,Firm_1229,Healthcare,Latin America
1231,Firm_1231,Energy,Middle East
1232,Firm_1232,Retail,Asia
1233,Firm_1233,Energy,Africa
1234,Firm_1234,Healthcare,Europe
1235,Firm_1235,Energy,North America
1237,Firm_1237,Manufacturing,Asia
1238,Firm_1238,Healthcare,Europe
1240,Firm_1240,Healthcare,Middle East
1241,Firm_1241,Energy,North America
1242,Firm_1242,Consumer Goods,Africa
1244,Firm_1244,Utilities,Asia
1246,Firm_1246,Retail,Middle East
1248,Firm_1248,Transportation,Latin America
1249,Firm_1249,Utilities,Europe
1250,Firm_1250,Healthcare,Asia
1251,Firm_1251,Consumer Goods,Africa
1252,Firm_1252,Transportation,Europe
1253,Firm_1253,Technology,Asia
1254,Firm_1254,Energy,Latin America
1255,Firm_1255,Consumer Goods,Asia
1256,Firm_1256,Energy,Europe
1257,Firm_1257,Finance,Asia
1258,Firm_1258,Finance,Middle East
1259,Firm_1259,Consumer Goods,North America
1260,Firm_1260,Manufacturing,Europe
1261,Firm_1261,Technology,Africa
1262,Firm_1262,Transportation,Asia
1263,Firm_1263,Healthcare,Latin America
1264,Firm_1264,Transportation,Europe
1265,Firm_1265,Healthcare,Africa
1266,Firm_1266,Manufacturing,Asia
1267,Firm_1267,Finance,Middle East
1268,Firm_1268,Consumer Goods,North America
1269,Firm_1269,Finance,Oceania
1270,Firm_1270,Retail,Europe
1271,Firm_1271,Utilities,Asia
1273,Firm_1273,Retail,Latin America
1274,Firm_1274,Manufacturing,Middle East
1275,Firm_1275,Healthcare,Europe
1276,Firm_1276,Manufacturing,North America
1277,Firm_1277,Finance,Asia
1278,Firm_1278,Healthcare,North America
1279,Firm_1279,Technology,Europe
1280,Firm_1280,Transportation,Europe
1281,Firm_1281,Transportation,Middle East
1282,Firm_1282,Healthcare,Oceania
1283,Firm_1283,Retail,Europe
1284,Firm_1284,Technology,Asia
1285,Firm_1285,Utilities,Asia
1286,Firm_1286,Manufacturing,Asia
1287,Firm_1287,Transportation,Africa
1288,Firm_1288,Manufacturing,Oceania
1289,Firm_1289,Energy,Oceania
1290,Firm_1290,Healthcare,Asia
1291,Firm_1291,Energy,North America
1292,Firm_1292,Consumer Goods,Europe
1293,Firm_1293,Healthcare,Asia
1294,Firm_1294,Manufacturing,North America
1295,Firm_1295,Utilities,Middle East
1296,Firm_1296,Utilities,Middle East
1297,Firm_1297,Utilities,Middle East
1298,Firm_1298,Manufacturing,North America
1299,Firm_1299,Technology,Europe
1300,Firm_1300,Retail,Asia
1301,Firm_1301,Technology,Africa
1302,Firm_1302,Consumer Goods,Asia
1303,Firm_1303,Manufacturing,North America
1304,Firm_1304,Retail,North America
1305,Firm_1305,Finance,Asia
1306,Firm_1306,Transportation,North America
1307,Firm_1307,Consumer Goods,North America
1308,Firm_1308,Finance,Europe
1309,Firm_1309,Manufacturing,Asia
1310,Firm_1310,Utilities,Oceania
1311,Firm_1311,Healthcare,Middle East
1312,Firm_1312,Energy,Latin America
1313,Firm_1313,Healthcare,Latin America
1314,Firm_1314,Transportation,North America
1315,Firm_1315,Utilities,Oceania
1316,Firm_1316,Consumer Goods,Asia
1317,Firm_1317,Finance,North America
1318,Firm_1318,Retail,Europe
1319,Firm_1319,Healthcare,Oceania
1320,Firm_1320,Utilities,North America
1321,Firm_1321,Technology,Middle East
1322,Firm_1322,Healthcare,Asia
1323,Firm_1323,Consumer Goods,North America
1324,Firm_1324,Manufacturing,Africa
1325,Firm_1325,Healthcare,Europe
1326,Firm_1326,Healthcare,Middle East
1327,Firm_1327,Finance,North America
1328,Firm_1328,Technology,Middle East
1329,Firm_1329,Finance,Europe
1330,Firm_1330,Technology,Europe
1331,Firm_1331,Retail,Europe
1332,Firm_1332,Manufacturing,North America
1333,Firm_1333,Utilities,North America
1334,Firm_1334,Healthcare,Oceania
1335,Firm_1335,Healthcare,North America
1336,Firm_1336,Healthcare,Europe
1337,Firm_1337,Transportation,Asia
1338,Firm_1338,Finance,Asia
1339,Firm_1339,Transportation,Africa
1340,Firm_1340,Consumer Goods,North America
1341,Firm_1341,Consumer Goods,Latin America
1342,Firm_1342,Manufacturing,Europe
1343,Firm_1343,Consumer Goods,Europe
1344,Firm_1344,Manufacturing,North America
1345,Firm_1345,Healthcare,Africa
1346,Firm_1346,Finance,Asia
1347,Firm_1347,Technology,Africa
1348,Firm_1348,Finance,Middle East
1349,Firm_1349,Healthcare,Europe
1350,Firm_1350,Utilities,Europe
1351,Firm_1351,Consumer Goods,North America
1352,Firm_1352,Energy,Latin America
1353,Firm_1353,Energy,North America
1354,Firm_1354,Utilities,Europe
1355,Firm_1355,Healthcare,Asia
1356,Firm_1356,Technology,Asia
1357,Firm_1357,Healthcare,Middle East
1358,Firm_1358,Finance,Europe
1359,Firm_1359,Healthcare,Oceania
1360,Firm_1360,Technology,Asia
1361,Firm_1361,Technology,Middle East
1362,Firm_1362,Manufacturing,North America
1363,Firm_1363,Transportation,North America
1364,Firm_1364,Technology,North America
1365,Firm_1365,Consumer Goods,North America
1366,Firm_1366,Manufacturing,Latin America
1367,Firm_1367,Energy,Latin America
1368,Firm_1368,Utilities,Europe
1369,Firm_1369,Utilities,Europe
1370,Firm_1370,Finance,North America
1371,Firm_1371,Healthcare,Asia
1372,Firm_1372,Energy,Middle East
1373,Firm_1373,Transportation,North America
1374,Firm_1374,Utilities,North America
1375,Firm_1375,Utilities,North America
1376,Firm_1376,Consumer Goods,Europe
