age,marital,education,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
45,divorced,basic.4y,yes,no,cellular,328,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
54,married,university.degree,no,no,cellular,339,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
37,single,high.school,no,no,cellular,609,2,7,3,success,-1.7,94.215,-40.3,0.782,4991.6,1
52,married,basic.4y,no,no,cellular,528,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
43,married,professional.course,no,no,telephone,720,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
70,married,basic.4y,yes,no,cellular,76,2,999,0,nonexistent,-3.4,92.431,-26.9,0.737,5017.5,0
38,married,high.school,yes,no,cellular,55,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
42,married,university.degree,no,no,cellular,226,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
27,married,high.school,no,no,cellular,151,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
50,married,high.school,yes,no,cellular,339,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
34,divorced,university.degree,yes,no,cellular,111,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
35,single,university.degree,yes,yes,telephone,37,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
54,married,basic.4y,no,no,cellular,856,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
41,married,basic.9y,no,no,telephone,201,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
57,divorced,unknown,no,no,telephone,68,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
41,married,professional.course,yes,no,telephone,768,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
88,divorced,basic.4y,yes,no,cellular,85,1,999,0,nonexistent,-1.8,92.843,-50,1.663,5099.1,0
37,married,university.degree,no,no,cellular,996,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1
45,single,professional.course,yes,no,cellular,1954,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
48,divorced,high.school,yes,yes,cellular,466,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1
30,single,high.school,no,no,cellular,250,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,1
32,married,university.degree,no,no,telephone,135,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
52,married,university.degree,no,no,telephone,244,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
47,divorced,high.school,no,no,cellular,202,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
31,married,university.degree,yes,no,cellular,547,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1
29,single,university.degree,no,no,cellular,50,7,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
36,single,university.degree,yes,yes,telephone,374,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
42,married,basic.4y,yes,no,telephone,250,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
52,married,high.school,yes,no,telephone,243,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
59,divorced,university.degree,no,no,telephone,605,6,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1
50,married,unknown,yes,no,telephone,237,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
49,married,basic.9y,no,no,cellular,281,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
32,married,basic.4y,no,no,cellular,285,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
37,married,university.degree,no,no,cellular,107,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
37,married,high.school,yes,no,telephone,29,1,999,0,nonexistent,-1.7,94.055,-39.8,0.713,4991.6,0
35,married,unknown,yes,no,cellular,149,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
38,divorced,high.school,yes,no,telephone,133,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
37,married,professional.course,no,no,telephone,237,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
30,married,university.degree,no,yes,cellular,85,2,9,2,success,-1.8,93.876,-40,0.701,5008.7,0
36,married,high.school,no,no,telephone,97,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
56,married,unknown,yes,no,cellular,478,2,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,1
24,single,high.school,no,no,cellular,220,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
31,married,high.school,yes,no,cellular,354,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
41,single,high.school,yes,no,telephone,153,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
31,married,basic.9y,no,no,cellular,643,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
52,married,basic.9y,no,no,telephone,267,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
38,married,high.school,no,no,cellular,197,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
38,married,unknown,no,no,cellular,112,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
43,divorced,university.degree,no,no,telephone,156,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0
34,divorced,professional.course,yes,no,cellular,1190,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1
39,married,basic.6y,yes,yes,telephone,427,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
57,married,basic.9y,yes,no,cellular,189,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
39,married,unknown,yes,yes,cellular,758,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,1
57,divorced,university.degree,no,yes,cellular,48,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
55,married,high.school,no,yes,telephone,213,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
38,married,high.school,no,no,telephone,173,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
41,divorced,basic.6y,unknown,unknown,telephone,234,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
45,divorced,university.degree,yes,no,cellular,298,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
36,married,basic.4y,yes,no,cellular,183,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
31,married,high.school,no,no,cellular,248,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
34,married,high.school,yes,no,cellular,640,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
34,single,high.school,yes,no,telephone,21,5,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
41,married,basic.4y,yes,no,cellular,302,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
56,married,professional.course,yes,no,cellular,124,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
38,married,basic.9y,no,no,telephone,32,3,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,0
40,single,university.degree,no,no,cellular,549,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,1
51,married,university.degree,unknown,unknown,cellular,332,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
40,married,basic.9y,yes,yes,telephone,169,1,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,0
23,single,high.school,yes,no,cellular,132,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
33,single,professional.course,yes,no,cellular,396,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1
40,married,university.degree,yes,yes,cellular,111,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
34,unknown,university.degree,no,no,cellular,139,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0
53,married,unknown,yes,no,cellular,73,2,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0
55,married,basic.4y,yes,no,cellular,70,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
42,married,high.school,yes,yes,cellular,243,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
46,divorced,basic.4y,yes,no,cellular,259,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
45,married,professional.course,no,no,cellular,128,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
21,married,basic.9y,no,no,cellular,160,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
60,divorced,basic.4y,no,no,cellular,465,4,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,1
32,married,high.school,no,no,cellular,219,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
50,married,university.degree,yes,no,cellular,595,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
27,single,high.school,no,no,telephone,6,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,0
57,married,basic.9y,no,no,cellular,1139,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1
35,single,university.degree,yes,no,cellular,789,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0
57,married,basic.4y,yes,no,telephone,1051,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
36,divorced,professional.course,yes,yes,cellular,81,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
33,married,basic.9y,no,no,cellular,127,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
53,divorced,high.school,no,no,cellular,405,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
33,single,professional.course,yes,no,cellular,122,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
28,married,basic.9y,yes,yes,telephone,109,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
47,married,unknown,no,no,telephone,147,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
42,divorced,professional.course,yes,yes,cellular,154,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
45,married,high.school,no,no,telephone,352,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
39,single,basic.9y,no,no,cellular,583,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1
24,single,high.school,yes,no,cellular,1594,1,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,1
50,single,basic.4y,yes,no,telephone,306,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
28,single,basic.4y,yes,no,telephone,76,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
29,married,basic.9y,no,no,cellular,69,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
38,married,high.school,no,no,telephone,124,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
47,married,basic.6y,no,yes,cellular,930,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
82,divorced,basic.4y,no,no,cellular,316,1,999,0,nonexistent,-1.7,94.215,-40.3,0.881,4991.6,1
36,married,university.degree,no,yes,telephone,49,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
43,married,university.degree,yes,yes,cellular,307,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
54,married,professional.course,yes,no,cellular,698,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
34,divorced,university.degree,yes,no,cellular,649,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
59,married,basic.9y,no,no,telephone,135,9,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
81,married,basic.6y,no,no,cellular,189,2,4,1,success,-2.9,92.201,-31.4,0.873,5076.2,0
31,single,professional.course,yes,no,cellular,91,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
54,divorced,university.degree,yes,no,cellular,80,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
40,married,basic.9y,yes,yes,telephone,246,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
32,married,basic.9y,no,no,telephone,490,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
38,divorced,university.degree,no,no,telephone,50,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
37,married,university.degree,no,no,cellular,114,5,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
37,single,high.school,yes,no,telephone,54,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
48,married,basic.4y,yes,yes,cellular,269,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
42,divorced,unknown,no,no,cellular,251,2,15,2,failure,-2.9,92.201,-31.4,0.879,5076.2,0
33,single,basic.4y,no,no,cellular,174,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
31,married,high.school,no,yes,cellular,1319,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
32,single,university.degree,no,yes,cellular,137,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
44,married,basic.9y,no,no,cellular,361,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,0
36,single,basic.4y,yes,no,cellular,775,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
42,single,university.degree,yes,no,cellular,213,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
57,married,basic.9y,yes,no,cellular,601,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
31,single,professional.course,no,no,cellular,122,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
32,married,university.degree,yes,yes,cellular,89,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
58,single,professional.course,yes,no,telephone,565,3,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,0
59,married,basic.4y,yes,no,cellular,125,6,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0
38,married,basic.4y,no,no,telephone,438,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
47,married,basic.9y,no,yes,cellular,583,2,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,0
25,single,university.degree,no,yes,cellular,207,1,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,0
35,married,basic.9y,yes,no,cellular,101,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
60,married,basic.9y,no,no,cellular,24,11,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
40,married,high.school,yes,no,cellular,105,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
33,married,basic.9y,no,no,cellular,397,2,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,0
24,single,high.school,yes,no,cellular,153,2,6,2,success,-1.8,93.876,-40,0.668,5008.7,1
52,married,university.degree,no,no,cellular,429,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,1
37,married,university.degree,yes,no,cellular,538,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
38,married,university.degree,no,no,cellular,180,2,999,1,failure,-3.4,92.431,-26.9,0.74,5017.5,0
23,single,professional.course,yes,yes,cellular,134,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
60,married,university.degree,yes,yes,cellular,395,1,4,2,success,-1.7,94.215,-40.3,0.782,4991.6,1
28,single,basic.9y,no,no,telephone,404,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
32,married,high.school,no,yes,telephone,535,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
28,single,professional.course,no,no,cellular,1290,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
32,single,basic.9y,no,no,cellular,185,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
43,married,basic.9y,yes,no,telephone,202,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
33,married,basic.9y,no,no,telephone,154,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
32,single,university.degree,no,no,cellular,80,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
43,married,university.degree,no,yes,cellular,291,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
31,single,university.degree,no,yes,cellular,358,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
28,single,high.school,yes,no,cellular,577,3,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1
23,single,high.school,no,no,telephone,290,1,3,1,success,-1.8,93.369,-34.8,0.649,5008.7,1
57,divorced,unknown,yes,yes,telephone,237,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
36,married,high.school,no,no,cellular,96,8,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
57,married,professional.course,yes,no,cellular,302,4,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
42,married,high.school,yes,no,cellular,247,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
34,single,university.degree,no,no,cellular,967,3,999,0,nonexistent,-1.7,94.215,-40.3,0.81,4991.6,1
52,married,basic.9y,unknown,unknown,telephone,117,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
23,single,high.school,no,no,cellular,16,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
39,married,university.degree,yes,no,cellular,97,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
39,single,university.degree,no,yes,cellular,155,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
38,married,high.school,yes,no,cellular,108,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
28,married,high.school,unknown,unknown,cellular,502,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
61,married,university.degree,yes,no,cellular,151,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
37,single,university.degree,no,no,cellular,209,1,3,4,success,-1.1,94.199,-37.5,0.879,4963.6,1
42,married,university.degree,no,no,cellular,1331,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
45,divorced,high.school,no,yes,cellular,78,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
31,married,basic.6y,yes,no,telephone,212,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
45,married,basic.9y,yes,no,telephone,111,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
24,married,basic.9y,yes,no,telephone,226,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
25,married,university.degree,yes,no,telephone,64,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,0
32,single,university.degree,yes,yes,cellular,220,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
45,divorced,professional.course,no,no,cellular,77,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
28,single,university.degree,yes,no,cellular,232,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1
33,single,university.degree,no,no,cellular,69,14,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
35,married,professional.course,yes,yes,telephone,114,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
39,married,professional.course,yes,yes,cellular,148,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
35,married,basic.9y,yes,no,telephone,17,1,999,0,nonexistent,-1.7,94.027,-38.3,0.89,4991.6,0
36,married,basic.6y,yes,no,telephone,145,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
56,married,basic.4y,yes,no,cellular,153,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
31,married,high.school,no,yes,cellular,67,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
44,single,professional.course,no,no,cellular,239,1,999,0,nonexistent,-1.8,92.843,-50,1.811,5099.1,1
40,married,unknown,yes,no,telephone,81,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
76,married,basic.4y,yes,no,cellular,1205,2,6,2,success,-1.8,93.876,-40,0.684,5008.7,1
37,single,university.degree,no,no,cellular,161,1,999,1,failure,-1.8,93.749,-34.6,0.642,5008.7,0
33,single,high.school,no,yes,cellular,171,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
47,married,university.degree,no,no,telephone,195,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
30,married,high.school,yes,no,cellular,193,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
31,married,professional.course,no,no,telephone,159,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
47,married,basic.4y,yes,no,telephone,622,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
45,married,university.degree,no,no,cellular,225,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
58,married,university.degree,no,no,cellular,224,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
42,single,high.school,no,no,cellular,135,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
26,single,high.school,no,no,cellular,314,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
50,single,basic.9y,no,yes,telephone,52,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
33,married,basic.4y,no,no,telephone,41,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
50,married,university.degree,unknown,unknown,cellular,367,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
26,single,high.school,no,no,cellular,431,4,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,0
55,married,basic.4y,no,no,cellular,94,13,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
30,single,university.degree,no,no,cellular,1110,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
25,single,high.school,yes,no,cellular,84,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
45,married,basic.4y,yes,no,telephone,107,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
34,married,university.degree,no,no,cellular,153,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
38,single,basic.9y,yes,no,cellular,72,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
56,married,basic.4y,no,no,telephone,100,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
41,single,high.school,no,no,cellular,1642,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
30,single,university.degree,yes,yes,cellular,204,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
38,married,university.degree,unknown,unknown,cellular,86,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
30,single,university.degree,yes,no,telephone,119,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
30,single,high.school,yes,no,telephone,399,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
58,divorced,university.degree,no,no,cellular,101,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
57,divorced,high.school,no,yes,telephone,185,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
19,single,high.school,yes,no,cellular,338,4,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
32,single,high.school,no,no,telephone,79,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0
54,divorced,university.degree,yes,no,telephone,49,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
46,married,basic.9y,yes,no,cellular,250,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
44,divorced,basic.4y,yes,no,telephone,225,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
39,married,basic.6y,yes,no,telephone,414,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
29,single,basic.6y,no,no,cellular,173,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
43,single,professional.course,no,no,telephone,139,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
54,married,university.degree,no,yes,cellular,1817,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
30,married,high.school,no,no,cellular,225,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
36,married,high.school,yes,yes,cellular,163,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
30,married,university.degree,yes,yes,cellular,739,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,1
47,married,professional.course,yes,yes,cellular,330,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
48,married,basic.4y,no,no,cellular,248,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
45,married,university.degree,no,no,cellular,196,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
38,married,basic.4y,no,no,telephone,241,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
28,married,basic.6y,no,no,telephone,1060,5,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1
22,single,unknown,no,no,cellular,228,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
41,married,basic.9y,yes,no,telephone,376,7,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
31,single,university.degree,no,no,cellular,262,2,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1
39,married,professional.course,no,no,telephone,411,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
37,married,high.school,no,no,cellular,131,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
57,married,basic.4y,no,no,telephone,74,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
36,divorced,high.school,yes,no,cellular,236,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0
28,single,university.degree,no,no,telephone,227,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
48,married,high.school,yes,no,cellular,103,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
34,married,university.degree,yes,no,cellular,76,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
29,single,university.degree,yes,no,cellular,112,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
34,single,university.degree,yes,no,cellular,419,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
49,married,high.school,yes,no,telephone,80,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
40,married,basic.4y,no,no,telephone,48,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
39,married,basic.4y,no,no,cellular,272,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0
33,married,professional.course,no,no,telephone,5,1,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,0
28,single,high.school,yes,no,cellular,135,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0
54,married,university.degree,no,no,cellular,169,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
29,single,high.school,yes,yes,cellular,100,2,999,0,nonexistent,-2.9,92.963,-40.8,1.286,5076.2,0
36,single,unknown,no,no,cellular,133,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
35,divorced,basic.9y,no,yes,telephone,55,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
46,married,basic.9y,yes,yes,cellular,704,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
