id,canton,property_type,living_area_m2,rooms,year_built,distance_center_km,energy_label,purchase_price,household_income,age,employment,years_client,loan_amount,rate_type,fixed_years,interest_rate,amortisation,origination_year,ltv,affordability,actual_burden,trouble_36m,reminders_sent
M01305,TG,apartment,104.0,4.0,1900,8.0,F,577000.0,101900.0,59,employed,10,368000.0,saron,0,1.1,direct,2019,0.638,0.237,0.0397,0,0
M01306,TG,house,134.0,5.5,2011,10.1,A,639000.0,108900.0,49,employed,21,395000.0,fixed,5,2.22,indirect,2022,0.618,0.24,0.0805,0,0
M01307,BE,house,110.0,3.5,1972,2.2,C,807000.0,155100.0,51,employed,12,721000.0,fixed,10,1.45,direct,2019,0.893,0.363,0.0674,0,0
M01308,ZH,house,141.0,5.5,2003,13.4,B,1292000.0,249500.0,38,employed,2,879000.0,fixed,10,2.84,indirect,2022,0.68,0.233,0.1001,0,0
M01309,TG,apartment,93.0,3.0,2021,6.3,A,621000.0,244700.0,39,self_employed,7,408000.0,fixed,5,1.2,indirect,2020,0.657,0.109,0.02,0,1
M01310,BE,apartment,120.0,4.5,1975,3.8,A,938000.0,114500.0,29,employed,2,708000.0,fixed,10,1.24,indirect,2021,0.755,0.439,0.0767,0,0
M01311,SG,apartment,79.0,2.0,2015,8.3,A,462000.0,55000.0,63,employed,2,300000.0,fixed,5,1.08,direct,2021,0.649,0.357,0.0589,0,1
M01312,TG,apartment,138.0,4.5,2002,8.3,A,783000.0,183000.0,49,self_employed,4,532000.0,saron,0,1.55,indirect,2022,0.679,0.192,0.0451,0,0
M01313,AG,house,122.0,5.0,2011,1.3,B,1028000.0,137300.0,56,employed,3,925000.0,saron,0,0.8,indirect,2020,0.9,0.528,0.0539,0,0
M01314,ZH,apartment,181.0,7.0,1911,3.5,G,1413000.0,252900.0,62,employed,2,1005000.0,saron,0,0.9,indirect,2019,0.711,0.271,0.0358,0,0
M01315,LU,house,130.0,5.5,1928,0.9,F,1107000.0,257600.0,49,employed,3,824000.0,saron,0,0.95,direct,2020,0.744,0.225,0.0304,0,0
M01316,SG,apartment,108.0,3.5,2016,8.1,A,728000.0,196400.0,50,employed,0,497000.0,fixed,5,1.01,direct,2019,0.683,0.168,0.0256,0,1
M01317,ZH,apartment,98.0,3.0,1967,6.8,D,898000.0,93700.0,40,employed,2,803000.0,saron,0,1.68,direct,2022,0.894,0.67,0.144,1,3
M01318,SG,house,180.0,6.0,2011,10.2,C,1186000.0,132900.0,47,employed,1,1009000.0,fixed,5,0.93,direct,2019,0.851,0.578,0.0706,1,6
M01319,LU,apartment,127.0,5.5,1918,3.4,E,1122000.0,209200.0,47,self_employed,6,838000.0,fixed,5,1.06,direct,2019,0.747,0.283,0.0425,0,0
M01320,TG,apartment,100.0,3.0,1928,12.3,E,519000.0,81700.0,25,employed,6,317000.0,saron,0,1.58,direct,2022,0.611,0.258,0.0613,0,0
M01321,BE,house,210.0,7.5,2008,10.4,A,1334000.0,214000.0,44,employed,5,1075000.0,saron,0,0.8,direct,2019,0.806,0.371,0.0402,1,3
M01322,SG,apartment,77.0,3.0,1942,14.0,D,414000.0,79600.0,40,employed,19,304000.0,fixed,10,1.34,direct,2020,0.734,0.266,0.0512,0,0
M01323,ZH,house,154.0,5.0,1995,16.5,A,1418000.0,292200.0,34,employed,14,1023000.0,saron,0,0.94,direct,2019,0.721,0.241,0.0329,0,0
M01324,LU,apartment,67.0,1.5,2019,0.4,A,649000.0,148800.0,52,employed,18,443000.0,fixed,10,1.4,direct,2020,0.683,0.197,0.0417,0,0
M01325,TG,house,125.0,3.5,1993,9.5,A,850000.0,144000.0,60,employed,4,495000.0,fixed,5,1.13,direct,2021,0.582,0.231,0.0388,0,0
M01326,AG,apartment,151.0,5.0,1927,5.9,D,796000.0,167000.0,59,employed,7,552000.0,fixed,5,1.05,direct,2021,0.693,0.221,0.0347,0,0
M01327,ZH,apartment,45.0,2.0,1926,0.5,E,529000.0,62900.0,48,employed,2,250000.0,fixed,10,1.31,indirect,2019,0.473,0.283,0.0521,0,0
M01328,TG,apartment,82.0,3.5,2020,4.8,A,505000.0,106300.0,37,employed,2,417000.0,fixed,10,1.33,direct,2019,0.826,0.294,0.0522,0,0
M01329,AG,apartment,115.0,4.5,1958,7.8,D,699000.0,103400.0,41,employed,4,504000.0,fixed,10,1.4,direct,2020,0.721,0.336,0.0682,0,0
M01330,ZH,apartment,117.0,3.5,1998,0.3,B,1297000.0,254800.0,72,retired,24,820000.0,fixed,10,1.32,indirect,2021,0.632,0.212,0.0425,0,1
M01331,SG,house,177.0,6.5,2008,23.8,A,953000.0,94100.0,33,employed,14,671000.0,fixed,10,2.62,indirect,2022,0.704,0.483,0.1868,0,1
M01332,SG,house,159.0,5.5,1985,29.5,B,601000.0,97600.0,26,employed,2,397000.0,fixed,10,1.37,direct,2021,0.661,0.265,0.0557,0,0
M01333,TG,apartment,98.0,3.5,1973,8.4,C,495000.0,128800.0,30,employed,5,316000.0,saron,0,1.61,direct,2022,0.638,0.161,0.0395,0,0
M01334,AG,house,120.0,4.0,1947,15.5,D,796000.0,276500.0,72,retired,6,585000.0,saron,0,1.04,direct,2020,0.735,0.148,0.022,0,0
M01335,ZH,apartment,145.0,5.5,2013,2.1,A,1612000.0,200600.0,38,employed,15,1255000.0,fixed,10,1.12,direct,2021,0.779,0.453,0.0701,0,0
M01336,AG,apartment,84.0,3.0,2000,6.3,B,547000.0,132400.0,39,employed,0,436000.0,fixed,5,1.06,direct,2020,0.797,0.242,0.0349,0,0
M01337,AG,apartment,110.0,3.5,1947,25.0,E,375000.0,165800.0,49,employed,10,231000.0,fixed,5,1.19,direct,2019,0.616,0.092,0.0166,0,0
M01338,AG,apartment,162.0,6.0,1989,2.1,B,1396000.0,249500.0,39,employed,11,1101000.0,fixed,5,1.1,direct,2021,0.789,0.322,0.0485,0,0
M01339,ZH,house,180.0,7.0,2005,2.3,A,1595000.0,196300.0,54,employed,5,1012000.0,saron,0,1.01,indirect,2019,0.634,0.339,0.0521,0,1
M01340,ZH,apartment,133.0,4.5,2003,0.8,C,1419000.0,248000.0,41,employed,6,1272000.0,fixed,5,0.98,indirect,2020,0.896,0.401,0.0503,0,0
M01341,ZH,apartment,149.0,4.5,1958,6.9,E,1590000.0,124900.0,44,employed,3,1138000.0,saron,0,1.66,direct,2022,0.716,0.624,0.1512,1,1
M01342,ZH,apartment,85.0,3.5,2011,6.6,A,775000.0,123500.0,43,employed,11,592000.0,saron,0,0.92,indirect,2021,0.764,0.343,0.0441,0,0
M01343,BE,apartment,115.0,4.0,1931,0.7,C,709000.0,110000.0,35,employed,5,505000.0,saron,0,0.81,indirect,2019,0.712,0.314,0.0372,0,0
M01344,BE,apartment,94.0,3.5,1976,4.7,E,519000.0,101700.0,49,employed,7,326000.0,fixed,10,1.41,indirect,2021,0.628,0.211,0.0452,0,0
M01345,LU,apartment,102.0,4.0,1987,5.7,C,708000.0,127900.0,39,employed,7,438000.0,fixed,5,1.14,indirect,2020,0.619,0.227,0.039,0,0
M01346,AG,house,166.0,5.5,2019,1.9,A,1370000.0,262900.0,58,employed,0,883000.0,fixed,5,0.95,direct,2020,0.645,0.22,0.0319,0,0
M01347,BE,apartment,112.0,4.5,1976,30.1,C,292000.0,137800.0,34,employed,6,238000.0,fixed,10,1.25,direct,2020,0.815,0.129,0.0216,0,0
M01348,ZH,house,144.0,6.0,1917,6.5,E,1363000.0,217200.0,52,employed,2,878000.0,saron,0,0.89,indirect,2020,0.644,0.265,0.036,0,0
M01349,ZH,apartment,128.0,5.0,1944,9.0,D,1146000.0,199200.0,39,employed,1,842000.0,fixed,10,1.4,direct,2020,0.735,0.295,0.0592,0,1
M01350,BE,apartment,111.0,4.0,1994,26.9,C,425000.0,141300.0,61,employed,0,261000.0,fixed,5,2.19,direct,2022,0.614,0.122,0.0405,0,0
M01351,ZH,apartment,178.0,6.5,1931,0.4,E,1844000.0,250200.0,43,employed,15,1146000.0,fixed,5,1.1,indirect,2019,0.621,0.303,0.0504,0,2
M01352,ZH,apartment,113.0,4.5,1907,4.6,C,1282000.0,245500.0,51,employed,3,922000.0,saron,0,0.93,indirect,2019,0.719,0.258,0.0349,0,0
M01353,BE,apartment,96.0,4.5,2018,9.9,C,561000.0,156700.0,39,employed,10,374000.0,saron,0,0.9,direct,2021,0.667,0.155,0.0215,0,0
M01354,ZH,apartment,83.0,2.0,2018,19.1,A,727000.0,170200.0,31,employed,5,565000.0,fixed,10,1.41,indirect,2021,0.777,0.24,0.0468,0,0
M01355,ZH,apartment,72.0,3.0,2002,9.2,B,717000.0,168400.0,48,employed,20,450000.0,fixed,10,1.4,direct,2019,0.628,0.176,0.0374,0,0
M01356,SO,apartment,67.0,3.0,2019,9.4,A,405000.0,67900.0,59,employed,10,247000.0,saron,0,1.61,direct,2022,0.61,0.242,0.0586,0,0
M01357,BE,house,147.0,6.0,1961,16.9,D,677000.0,132700.0,48,employed,3,379000.0,saron,0,0.91,direct,2021,0.56,0.194,0.026,0,1
M01358,BE,house,131.0,4.5,1913,19.5,G,609000.0,143800.0,40,employed,0,472000.0,saron,0,0.99,direct,2021,0.775,0.237,0.0325,0,2
M01359,SO,apartment,92.0,3.5,2001,7.1,B,604000.0,151000.0,31,employed,12,425000.0,fixed,5,1.05,direct,2020,0.704,0.191,0.0296,0,1
M01360,SO,house,141.0,5.0,2018,8.9,A,885000.0,115100.0,32,employed,7,439000.0,fixed,5,1.02,direct,2020,0.496,0.268,0.0389,0,0
M01361,LU,house,140.0,5.0,2003,3.1,A,1200000.0,196900.0,34,employed,13,897000.0,saron,0,1.45,direct,2022,0.748,0.322,0.0661,0,0
M01362,AG,apartment,126.0,4.0,1968,0.3,D,742000.0,140700.0,38,self_employed,0,544000.0,saron,0,0.82,indirect,2019,0.733,0.269,0.0317,0,0
M01363,ZH,apartment,107.0,3.0,2006,26.4,A,646000.0,169300.0,26,employed,3,367000.0,saron,0,0.72,direct,2020,0.568,0.147,0.0156,1,5
M01364,SG,house,127.0,3.5,2016,3.9,A,916000.0,159400.0,28,employed,0,656000.0,fixed,10,1.6,indirect,2021,0.716,0.282,0.0658,0,0
M01365,AG,apartment,102.0,3.0,1956,2.4,G,573000.0,149500.0,38,employed,1,345000.0,saron,0,1.03,indirect,2019,0.602,0.154,0.0238,0,0
M01366,TG,house,145.0,5.0,1932,0.9,D,1090000.0,102100.0,51,employed,27,860000.0,fixed,5,1.3,indirect,2019,0.789,0.615,0.1095,0,0
M01367,ZH,apartment,104.0,4.0,1989,9.8,A,1032000.0,140300.0,54,employed,4,650000.0,fixed,10,1.35,indirect,2021,0.63,0.305,0.0625,0,0
M01368,ZH,house,127.0,4.5,1963,13.1,B,1046000.0,163600.0,65,employed,1,847000.0,fixed,5,1.08,indirect,2019,0.81,0.384,0.0559,1,3
M01369,SG,apartment,105.0,4.0,2014,16.5,A,595000.0,120300.0,54,employed,6,406000.0,fixed,10,2.39,direct,2022,0.682,0.223,0.0807,0,0
M01370,BE,apartment,82.0,3.0,1914,2.4,E,606000.0,75500.0,32,employed,0,364000.0,fixed,5,0.87,direct,2019,0.601,0.321,0.0419,0,0
M01371,TG,apartment,101.0,3.5,1928,10.1,D,464000.0,158800.0,53,employed,15,307000.0,saron,0,0.97,direct,2021,0.662,0.126,0.0188,0,0
M01372,SO,apartment,94.0,3.0,1986,12.6,C,360000.0,214900.0,37,employed,27,240000.0,saron,0,1.69,direct,2022,0.667,0.073,0.0189,0,0
M01373,ZH,apartment,64.0,2.0,2015,3.0,B,821000.0,179900.0,55,employed,2,697000.0,fixed,10,1.41,indirect,2019,0.849,0.295,0.0546,0,0
M01374,AG,apartment,110.0,4.0,1932,6.8,F,530000.0,139000.0,60,employed,1,460000.0,fixed,5,2.22,direct,2022,0.868,0.255,0.0735,0,0
M01375,BE,house,172.0,6.0,2017,18.4,B,781000.0,227800.0,51,employed,4,452000.0,fixed,5,0.82,indirect,2020,0.579,0.133,0.0163,0,0
M01376,SG,apartment,101.0,3.5,2002,5.0,B,531000.0,103600.0,49,self_employed,4,335000.0,saron,0,0.82,indirect,2020,0.631,0.213,0.0265,0,0
M01377,AG,apartment,92.0,3.0,1980,37.9,C,253000.0,138100.0,47,employed,2,162000.0,saron,0,1.47,direct,2022,0.64,0.077,0.0172,0,1
M01378,LU,apartment,86.0,3.5,1986,8.9,C,599000.0,105900.0,43,self_employed,2,383000.0,fixed,5,2.33,direct,2022,0.639,0.237,0.0843,0,1
M01379,ZH,apartment,90.0,3.5,1903,4.1,D,1024000.0,267500.0,44,employed,6,818000.0,saron,0,1.64,indirect,2022,0.799,0.225,0.0502,0,0
M01380,ZH,apartment,118.0,3.5,1974,2.4,B,1054000.0,243000.0,39,employed,3,684000.0,fixed,5,2.63,direct,2022,0.649,0.184,0.074,0,0
M01381,BE,house,188.0,6.5,1903,0.6,F,1294000.0,239600.0,44,self_employed,2,1072000.0,fixed,10,1.52,indirect,2019,0.828,0.336,0.068,1,3
M01382,LU,apartment,113.0,4.5,1992,3.0,C,955000.0,100000.0,34,employed,1,712000.0,fixed,10,1.36,direct,2020,0.746,0.502,0.0968,0,0
M01383,SG,apartment,79.0,2.5,1933,14.8,E,393000.0,220400.0,45,employed,0,260000.0,fixed,5,2.29,direct,2022,0.662,0.077,0.027,0,0
M01384,BE,apartment,113.0,3.5,1989,2.0,B,780000.0,172600.0,56,self_employed,7,587000.0,saron,0,1.33,direct,2022,0.753,0.241,0.0452,0,0
M01385,BE,house,122.0,4.5,1906,4.4,G,807000.0,235300.0,43,employed,4,548000.0,fixed,10,1.35,direct,2019,0.679,0.154,0.0314,0,1
M01386,SG,apartment,125.0,5.0,1975,10.9,C,697000.0,115100.0,49,employed,5,478000.0,saron,0,1.14,indirect,2021,0.686,0.276,0.0473,0,0
M01387,ZH,apartment,165.0,6.5,2010,4.4,B,1678000.0,181400.0,45,employed,13,1181000.0,saron,0,1.56,direct,2022,0.704,0.441,0.1016,0,0
M01388,LU,apartment,100.0,3.5,1915,3.5,E,845000.0,107800.0,41,employed,1,727000.0,fixed,5,0.98,direct,2021,0.86,0.517,0.0661,1,2
M01389,SG,house,201.0,7.0,2005,9.3,B,1384000.0,284600.0,50,employed,5,1057000.0,fixed,5,2.27,indirect,2022,0.764,0.266,0.0843,0,0
M01390,AG,house,123.0,5.0,1966,32.2,C,466000.0,130000.0,60,self_employed,4,347000.0,fixed,10,1.37,indirect,2021,0.745,0.188,0.0366,0,0
M01391,ZH,apartment,58.0,1.5,1903,0.9,F,605000.0,145500.0,52,employed,29,414000.0,fixed,10,1.36,direct,2019,0.684,0.189,0.0387,0,0
M01392,LU,house,175.0,6.0,2006,2.0,B,1621000.0,119700.0,43,employed,11,1207000.0,fixed,5,1.16,indirect,2021,0.745,0.71,0.117,0,0
M01393,ZH,apartment,135.0,5.0,2007,16.4,A,948000.0,200400.0,34,employed,1,662000.0,saron,0,1.02,indirect,2021,0.698,0.222,0.0337,1,5
M01394,ZH,house,113.0,5.0,2003,8.6,B,1180000.0,202900.0,39,employed,7,718000.0,fixed,5,0.97,direct,2019,0.608,0.235,0.0343,0,1
M01395,SG,apartment,173.0,6.0,2011,26.7,A,685000.0,106100.0,45,employed,4,609000.0,fixed,10,2.61,indirect,2022,0.889,0.447,0.1498,0,0
M01396,LU,apartment,131.0,5.0,2013,11.6,A,844000.0,159300.0,49,employed,3,526000.0,fixed,5,0.9,indirect,2019,0.623,0.218,0.0297,0,2
M01397,ZH,apartment,86.0,2.0,2002,1.2,B,1010000.0,227600.0,42,employed,7,593000.0,saron,0,0.91,direct,2021,0.587,0.175,0.0237,0,0
M01398,LU,apartment,81.0,4.0,1907,4.1,G,672000.0,158800.0,44,employed,11,506000.0,fixed,10,1.27,direct,2019,0.753,0.226,0.0405,0,0
M01399,AG,apartment,146.0,4.5,2016,7.1,C,1050000.0,126000.0,37,employed,15,689000.0,fixed,5,2.48,direct,2022,0.656,0.357,0.1356,0,0
M01400,SO,house,112.0,3.5,1956,0.3,D,676000.0,134400.0,41,employed,0,589000.0,fixed,5,1.07,indirect,2019,0.871,0.338,0.0469,0,0
M01401,LU,house,142.0,5.0,1951,1.3,C,1004000.0,214400.0,42,employed,1,667000.0,saron,0,1.56,indirect,2022,0.664,0.202,0.0485,0,0
M01402,SG,house,165.0,5.5,2008,4.3,A,1052000.0,103000.0,28,employed,1,811000.0,saron,0,1.16,indirect,2019,0.771,0.567,0.0913,0,1
M01403,LU,apartment,76.0,2.5,1950,0.7,D,574000.0,215500.0,57,employed,4,429000.0,fixed,5,1.05,indirect,2020,0.747,0.141,0.0209,0,0
M01404,ZH,apartment,69.0,2.5,2021,7.9,A,757000.0,162300.0,47,employed,4,512000.0,fixed,5,1.03,indirect,2021,0.676,0.207,0.0325,0,0
M01405,BE,apartment,129.0,5.0,2000,0.3,C,929000.0,237800.0,43,employed,1,516000.0,saron,0,0.93,indirect,2021,0.555,0.148,0.0202,0,0
M01406,ZH,apartment,106.0,3.0,2017,6.0,A,1137000.0,190700.0,40,employed,9,808000.0,fixed,10,2.52,direct,2022,0.711,0.289,0.1068,0,0
M01407,ZH,apartment,126.0,4.0,1995,13.1,B,1027000.0,277200.0,49,employed,0,882000.0,saron,0,0.77,direct,2021,0.859,0.244,0.0245,0,1
M01408,ZH,house,146.0,4.5,1988,25.3,A,986000.0,188300.0,54,employed,3,754000.0,fixed,10,1.12,direct,2020,0.765,0.287,0.0448,0,0
M01409,BE,house,207.0,7.0,1977,5.1,C,1259000.0,370500.0,39,employed,0,852000.0,fixed,10,1.38,indirect,2021,0.677,0.151,0.0317,0,1
M01410,BE,apartment,75.0,3.0,2015,20.4,A,349000.0,128400.0,35,employed,10,155000.0,fixed,10,1.29,direct,2019,0.444,0.088,0.0156,0,0
M01411,ZH,apartment,110.0,4.0,1923,2.0,B,1172000.0,239000.0,39,self_employed,8,702000.0,saron,0,1.64,direct,2022,0.599,0.196,0.0482,0,0
M01412,SG,house,149.0,6.0,2011,11.2,B,1028000.0,191100.0,50,employed,4,812000.0,saron,0,0.76,direct,2021,0.79,0.31,0.0323,0,0
M01413,ZH,house,95.0,4.0,1982,13.9,C,770000.0,161600.0,44,employed,5,584000.0,fixed,10,1.36,direct,2020,0.758,0.257,0.0491,0,3
M01414,BE,apartment,92.0,3.0,1961,13.9,C,441000.0,97000.0,45,employed,2,375000.0,saron,0,0.84,direct,2021,0.85,0.294,0.0325,0,2
M01415,AG,apartment,95.0,4.0,2002,5.8,B,634000.0,140000.0,34,employed,4,466000.0,fixed,5,1.1,indirect,2021,0.735,0.232,0.0366,0,0
M01416,ZH,apartment,55.0,2.0,2007,4.6,A,662000.0,217600.0,38,self_employed,5,469000.0,fixed,10,1.44,indirect,2021,0.708,0.147,0.031,0,0
M01417,BE,house,111.0,3.5,2011,33.5,A,401000.0,131000.0,41,employed,4,278000.0,fixed,5,2.31,indirect,2022,0.693,0.142,0.049,0,0
M01418,BE,house,221.0,8.5,1901,18.4,E,914000.0,189100.0,44,self_employed,0,648000.0,saron,0,0.95,indirect,2019,0.709,0.233,0.0326,0,0
M01419,SG,apartment,96.0,4.0,1945,3.6,D,477000.0,70800.0,38,employed,2,263000.0,saron,0,1.01,direct,2019,0.551,0.253,0.0375,0,1
M01420,ZH,house,163.0,6.5,1974,15.6,C,1555000.0,335600.0,57,self_employed,2,862000.0,fixed,5,1.12,direct,2019,0.554,0.175,0.0288,0,0
M01421,ZH,house,150.0,5.5,2007,5.9,B,1436000.0,168000.0,47,employed,6,1132000.0,fixed,5,2.25,indirect,2022,0.788,0.492,0.1516,0,0
M01422,BE,house,136.0,4.5,2001,18.2,A,725000.0,63100.0,29,employed,4,615000.0,fixed,5,1.26,indirect,2019,0.848,0.741,0.1228,1,3
M01423,LU,apartment,75.0,2.5,1934,12.5,D,421000.0,55000.0,53,employed,12,241000.0,fixed,10,2.6,indirect,2022,0.572,0.296,0.1139,0,0
M01424,SG,house,178.0,5.5,1957,4.9,D,1270000.0,164300.0,43,employed,0,1025000.0,fixed,10,1.29,direct,2019,0.807,0.462,0.0805,0,1
M01425,AG,apartment,138.0,5.0,1983,7.7,C,1001000.0,192000.0,43,employed,3,824000.0,fixed,10,1.34,indirect,2021,0.823,0.321,0.0575,0,0
M01426,TG,house,134.0,5.0,1990,0.5,B,965000.0,171200.0,42,employed,0,626000.0,saron,0,1.0,indirect,2020,0.649,0.239,0.0366,0,0
M01427,LU,house,139.0,5.5,1951,6.6,E,1044000.0,267600.0,57,employed,7,695000.0,fixed,5,0.86,indirect,2019,0.666,0.169,0.0223,0,0
M01428,TG,apartment,71.0,2.5,2019,35.3,C,242000.0,64400.0,44,self_employed,4,163000.0,saron,0,1.07,direct,2020,0.674,0.166,0.0271,0,0
M01429,SG,house,182.0,7.0,2002,6.4,A,911000.0,192500.0,42,employed,1,714000.0,fixed,10,2.51,indirect,2022,0.784,0.27,0.0931,0,1
M01430,SG,apartment,153.0,6.5,1998,15.0,A,790000.0,86700.0,34,employed,6,592000.0,saron,0,1.48,indirect,2022,0.749,0.483,0.1011,0,0
M01431,ZH,house,136.0,5.0,1988,9.7,B,1388000.0,369600.0,25,employed,5,1177000.0,saron,0,0.9,indirect,2019,0.848,0.242,0.0287,0,0
M01432,SG,house,140.0,5.5,1943,11.5,C,877000.0,177500.0,53,employed,6,750000.0,saron,0,0.9,direct,2019,0.855,0.323,0.038,0,0
M01433,LU,apartment,109.0,4.0,2011,23.5,A,562000.0,149600.0,41,employed,0,403000.0,fixed,10,1.33,indirect,2019,0.717,0.185,0.0358,0,0
M01434,ZH,apartment,96.0,3.5,1993,1.0,B,1049000.0,233400.0,48,employed,7,514000.0,fixed,10,1.38,direct,2019,0.49,0.155,0.0304,0,1
M01435,ZH,apartment,134.0,5.0,2012,0.3,B,1618000.0,104900.0,37,employed,26,958000.0,saron,0,0.87,indirect,2021,0.592,0.611,0.0795,0,0
M01436,ZH,house,110.0,4.0,1988,0.3,B,1382000.0,244500.0,54,employed,3,854000.0,saron,0,0.86,indirect,2021,0.618,0.231,0.03,0,0
M01437,BE,apartment,136.0,5.0,1943,25.5,E,540000.0,103900.0,34,self_employed,2,436000.0,saron,0,1.84,indirect,2022,0.807,0.311,0.0772,1,4
M01438,ZH,house,181.0,5.5,1960,28.9,E,1060000.0,185000.0,25,employed,8,828000.0,fixed,10,1.2,indirect,2020,0.781,0.325,0.0537,0,1
M01439,BE,apartment,97.0,3.0,1915,6.2,F,631000.0,111200.0,53,employed,12,468000.0,fixed,5,1.14,indirect,2019,0.742,0.296,0.048,0,0
M01440,ZH,apartment,86.0,2.5,2017,11.0,A,801000.0,196600.0,56,employed,7,579000.0,fixed,5,1.07,indirect,2020,0.723,0.203,0.0315,0,0
M01441,ZH,house,126.0,4.0,2004,3.3,B,1529000.0,171200.0,43,employed,1,1185000.0,fixed,5,1.32,direct,2019,0.775,0.5,0.0914,0,0
M01442,ZH,house,119.0,4.5,2020,31.3,A,1286000.0,202800.0,36,employed,15,894000.0,fixed,5,2.55,indirect,2022,0.695,0.296,0.1124,0,0
M01443,ZH,apartment,101.0,3.5,1904,29.3,E,647000.0,155800.0,62,employed,1,429000.0,saron,0,0.79,indirect,2020,0.663,0.179,0.0218,0,1
M01444,SG,house,144.0,5.5,2001,2.8,B,1005000.0,100900.0,54,employed,16,767000.0,fixed,10,1.22,indirect,2019,0.763,0.544,0.0927,0,0
M01445,LU,apartment,51.0,2.5,2000,0.3,C,525000.0,86200.0,51,employed,0,361000.0,saron,0,0.78,indirect,2020,0.688,0.279,0.0327,0,0
M01446,AG,apartment,69.0,1.5,1931,5.4,C,437000.0,66200.0,37,employed,2,229000.0,fixed,10,2.68,direct,2022,0.524,0.239,0.0927,0,0
M01447,TG,apartment,71.0,2.5,2013,1.8,A,463000.0,59800.0,46,self_employed,10,252000.0,fixed,5,1.19,direct,2019,0.544,0.288,0.0501,0,0
M01448,AG,apartment,92.0,3.0,2011,0.8,A,899000.0,165600.0,54,employed,2,650000.0,fixed,10,2.48,indirect,2022,0.723,0.271,0.0973,0,0
M01449,TG,house,179.0,7.0,1936,1.3,F,1133000.0,183700.0,48,employed,6,812000.0,fixed,5,1.18,direct,2019,0.717,0.303,0.0522,0,0
M01450,LU,apartment,66.0,2.0,1943,0.9,E,522000.0,84900.0,54,employed,6,370000.0,fixed,10,1.25,direct,2020,0.709,0.297,0.0545,0,0
M01451,BE,house,164.0,6.0,2007,16.8,B,1001000.0,118200.0,49,self_employed,5,767000.0,fixed,5,0.99,direct,2021,0.766,0.465,0.0642,0,0
M01452,LU,house,173.0,5.5,1943,0.3,D,1221000.0,178500.0,39,employed,13,583000.0,fixed,10,1.45,direct,2020,0.477,0.232,0.0474,0,0
M01453,BE,apartment,89.0,4.0,1907,1.1,E,541000.0,137200.0,48,employed,1,362000.0,saron,0,0.91,direct,2020,0.669,0.172,0.024,0,0
M01454,ZH,apartment,97.0,4.5,2000,1.4,B,1111000.0,138100.0,40,employed,5,551000.0,saron,0,0.86,direct,2020,0.496,0.28,0.0343,0,1
M01455,ZH,house,150.0,4.5,1955,14.6,C,1293000.0,160600.0,33,employed,17,855000.0,fixed,10,1.13,indirect,2020,0.661,0.347,0.0602,0,1
M01456,TG,house,150.0,5.5,1931,4.1,B,884000.0,121200.0,26,employed,10,773000.0,fixed,5,2.19,direct,2022,0.874,0.493,0.1397,1,5
M01457,BE,apartment,97.0,3.5,1941,3.9,D,502000.0,124900.0,33,employed,5,283000.0,fixed,10,1.51,indirect,2021,0.564,0.153,0.0342,0,0
M01458,SG,apartment,62.0,2.5,2016,2.7,B,455000.0,121900.0,58,self_employed,6,286000.0,fixed,5,0.78,direct,2020,0.629,0.155,0.0183,0,1
M01459,BE,apartment,121.0,4.5,1938,5.3,E,676000.0,154600.0,44,employed,4,505000.0,fixed,5,1.0,direct,2020,0.747,0.23,0.0327,0,0
M01460,ZH,apartment,92.0,3.5,1981,15.9,C,579000.0,102800.0,52,employed,5,334000.0,fixed,10,1.35,indirect,2020,0.577,0.219,0.0439,0,0
M01461,AG,house,135.0,5.0,2003,7.2,A,992000.0,118200.0,37,self_employed,0,654000.0,fixed,5,1.14,direct,2019,0.659,0.361,0.0631,0,0
M01462,ZH,house,156.0,5.5,2008,0.5,B,2173000.0,163100.0,46,employed,1,1607000.0,fixed,5,2.25,direct,2022,0.74,0.691,0.2217,0,0
M01463,LU,house,140.0,5.5,2016,3.3,A,1459000.0,189600.0,46,employed,7,909000.0,fixed,10,1.19,direct,2020,0.623,0.317,0.0571,0,0
M01464,BE,house,186.0,6.5,1956,5.3,C,1192000.0,171200.0,62,employed,1,638000.0,saron,0,1.66,indirect,2022,0.535,0.256,0.0619,0,0
M01465,SO,apartment,87.0,3.5,2002,2.0,B,501000.0,139100.0,39,employed,3,306000.0,saron,0,1.0,direct,2021,0.611,0.146,0.022,0,1
M01466,ZH,house,218.0,8.0,1918,0.7,D,2549000.0,186900.0,48,employed,7,1417000.0,fixed,10,1.61,direct,2019,0.556,0.515,0.1221,0,1
M01467,ZH,house,126.0,4.0,1926,12.9,C,1129000.0,129400.0,54,employed,2,777000.0,fixed,5,0.94,indirect,2020,0.688,0.4,0.0564,0,0
M01468,ZH,apartment,128.0,5.5,1972,5.7,C,1204000.0,285500.0,34,employed,0,1044000.0,saron,0,1.58,indirect,2022,0.867,0.281,0.0578,0,0
M01469,TG,apartment,120.0,4.0,2013,16.6,A,515000.0,99500.0,46,self_employed,7,350000.0,fixed,10,1.35,direct,2019,0.68,0.232,0.0475,0,0
M01470,ZH,apartment,110.0,4.0,2015,6.0,B,1020000.0,135900.0,39,employed,5,795000.0,fixed,5,1.07,indirect,2019,0.779,0.424,0.0626,0,0
