id,canton,property_type,living_area_m2,rooms,year_built,distance_center_km,energy_label,purchase_price,household_income,age,employment,years_client,loan_amount,rate_type,fixed_years,interest_rate,amortisation,origination_year,ltv,affordability,actual_burden
A00175,TG,house,166.0,6.0,1915,35.2,E,573000.0,94500.0,48,employed,0,415000.0,saron,0,0.85,indirect,2026,0.724,0.303,0.0373
A00176,SG,apartment,75.0,2.5,2021,8.4,A,491000.0,133600.0,33,employed,13,262000.0,fixed,10,1.61,indirect,2026,0.534,0.135,0.0316
A00177,ZH,apartment,97.0,3.5,1905,3.4,E,1099000.0,155400.0,31,employed,5,599000.0,fixed,5,1.34,indirect,2026,0.545,0.263,0.0517
A00178,BE,house,199.0,8.0,1968,2.6,B,1079000.0,141400.0,50,employed,0,743000.0,saron,0,1.09,direct,2026,0.689,0.35,0.0573
A00179,SG,house,112.0,3.5,1991,19.2,B,523000.0,126700.0,25,employed,9,444000.0,fixed,5,1.42,direct,2026,0.849,0.267,0.0498
A00180,ZH,house,170.0,6.5,2006,3.2,C,2389000.0,287900.0,34,employed,2,1571000.0,fixed,10,1.57,direct,2026,0.658,0.356,0.0857
A00181,SO,house,193.0,7.0,2002,7.8,A,995000.0,221700.0,32,employed,4,637000.0,saron,0,1.07,direct,2026,0.64,0.189,0.0307
A00182,ZH,apartment,115.0,4.0,1996,20.1,A,808000.0,172600.0,46,self_employed,14,572000.0,saron,0,1.08,indirect,2026,0.708,0.225,0.0358
A00183,SG,apartment,81.0,3.0,2012,7.7,A,498000.0,134700.0,44,employed,0,404000.0,fixed,10,1.55,direct,2026,0.811,0.223,0.0465
A00184,ZH,house,176.0,6.5,2003,27.1,A,1008000.0,138300.0,32,employed,30,784000.0,fixed,10,1.67,indirect,2026,0.778,0.41,0.0947
A00185,ZH,apartment,105.0,3.5,2004,0.3,B,1178000.0,156700.0,39,employed,1,1060000.0,fixed,10,1.72,indirect,2026,0.9,0.53,0.1163
A00186,LU,apartment,144.0,4.5,1901,3.4,F,986000.0,194100.0,43,employed,5,782000.0,fixed,5,1.53,direct,2026,0.793,0.295,0.0616
A00187,AG,house,157.0,5.5,2000,5.0,A,1218000.0,199600.0,61,employed,1,671000.0,saron,0,1.06,direct,2026,0.551,0.229,0.0356
A00188,SO,house,175.0,6.0,2017,1.9,D,970000.0,159600.0,42,employed,2,548000.0,saron,0,0.9,direct,2026,0.565,0.232,0.0309
A00189,AG,apartment,99.0,2.5,2004,4.6,A,790000.0,214500.0,39,employed,7,587000.0,fixed,10,1.87,direct,2026,0.743,0.192,0.0512
A00190,BE,apartment,83.0,3.5,2005,14.4,B,422000.0,94100.0,44,employed,1,243000.0,saron,0,1.12,direct,2026,0.576,0.174,0.0289
A00191,ZH,house,163.0,6.0,1915,2.7,F,1763000.0,236500.0,43,employed,1,1198000.0,fixed,5,1.51,indirect,2026,0.68,0.334,0.0765
A00192,ZH,house,128.0,5.0,1989,2.9,D,1489000.0,147400.0,37,self_employed,5,1203000.0,saron,0,0.83,direct,2026,0.808,0.604,0.0677
A00193,ZH,apartment,89.0,3.5,2015,26.9,A,720000.0,104800.0,46,employed,4,547000.0,fixed,10,1.85,indirect,2026,0.76,0.372,0.0966
A00194,ZH,house,193.0,8.5,2003,30.4,A,1222000.0,263500.0,47,employed,12,843000.0,fixed,5,1.59,indirect,2026,0.69,0.214,0.0509
A00195,LU,apartment,94.0,3.5,1939,21.5,D,386000.0,113800.0,61,employed,8,309000.0,saron,0,1.01,direct,2026,0.801,0.2,0.0274
A00196,TG,apartment,131.0,4.0,1950,3.9,C,668000.0,131900.0,40,self_employed,5,545000.0,fixed,5,1.63,direct,2026,0.816,0.308,0.0674
A00197,ZH,apartment,89.0,3.0,1984,12.3,B,771000.0,86500.0,37,employed,0,550000.0,fixed,10,1.81,direct,2026,0.713,0.435,0.1151
A00198,LU,house,166.0,5.5,1907,7.6,G,1170000.0,132100.0,51,employed,0,782000.0,fixed,5,1.28,direct,2026,0.668,0.386,0.0758
A00199,ZH,apartment,90.0,4.0,2007,21.2,B,664000.0,126100.0,46,employed,9,537000.0,fixed,10,1.44,direct,2026,0.809,0.315,0.0613
A00200,SG,house,149.0,5.5,1982,7.6,E,859000.0,169900.0,47,employed,4,594000.0,fixed,5,1.53,direct,2026,0.692,0.234,0.0535
A00201,ZH,house,129.0,5.5,1962,1.6,C,1294000.0,199600.0,49,employed,2,1165000.0,fixed,5,1.56,direct,2026,0.9,0.458,0.0911
A00202,ZH,apartment,66.0,2.0,1967,3.5,B,657000.0,143100.0,42,employed,4,342000.0,saron,0,1.19,indirect,2026,0.521,0.165,0.0284
A00203,AG,apartment,68.0,2.5,2003,0.3,A,560000.0,115400.0,48,employed,6,460000.0,fixed,5,1.69,direct,2026,0.821,0.298,0.0674
A00204,SO,apartment,142.0,4.5,1928,22.7,D,529000.0,111100.0,40,self_employed,1,385000.0,fixed,5,1.72,indirect,2026,0.728,0.24,0.0596
A00205,LU,house,150.0,5.5,1961,2.1,D,1114000.0,189000.0,42,self_employed,3,894000.0,fixed,5,1.46,direct,2026,0.803,0.349,0.0691
A00206,ZH,house,126.0,4.0,1900,14.4,E,948000.0,118200.0,46,employed,18,640000.0,fixed,10,1.75,direct,2026,0.675,0.355,0.0948
A00207,BE,apartment,160.0,6.0,1926,22.1,E,655000.0,185500.0,25,employed,2,401000.0,fixed,5,1.48,indirect,2026,0.612,0.143,0.032
A00208,LU,house,153.0,6.0,1962,0.5,C,1342000.0,206400.0,39,employed,8,783000.0,saron,0,0.7,direct,2026,0.583,0.255,0.0266
A00209,AG,house,103.0,3.0,1913,3.1,F,847000.0,145200.0,47,self_employed,1,644000.0,fixed,10,1.66,direct,2026,0.76,0.317,0.0736
A00210,SG,apartment,147.0,6.0,2018,0.3,C,954000.0,119700.0,41,self_employed,3,640000.0,saron,0,1.01,indirect,2026,0.671,0.349,0.054
A00211,ZH,apartment,117.0,4.5,1928,2.6,D,1235000.0,151000.0,42,employed,2,1032000.0,fixed,10,1.57,direct,2026,0.836,0.516,0.1073
A00212,ZH,house,183.0,6.0,2022,4.8,B,2607000.0,193300.0,36,employed,4,1278000.0,fixed,5,1.36,direct,2026,0.49,0.465,0.0899
A00213,ZH,house,203.0,7.5,1991,14.1,C,1500000.0,154900.0,33,employed,4,953000.0,saron,0,1.07,direct,2026,0.635,0.404,0.0658
A00214,TG,apartment,163.0,6.0,2018,1.4,B,1004000.0,246200.0,36,employed,3,671000.0,fixed,5,1.62,indirect,2026,0.668,0.178,0.0442
A00215,SG,apartment,53.0,1.5,1932,10.1,G,259000.0,68200.0,49,employed,9,216000.0,fixed,10,1.68,direct,2026,0.834,0.239,0.0532
A00216,TG,house,237.0,8.5,1991,23.2,A,1008000.0,158900.0,53,self_employed,4,752000.0,saron,0,0.91,direct,2026,0.746,0.334,0.0431
A00217,SG,apartment,118.0,4.0,1921,4.9,F,813000.0,144400.0,38,employed,4,595000.0,saron,0,0.92,direct,2026,0.732,0.287,0.0379
A00218,ZH,house,157.0,6.0,1965,13.4,D,1229000.0,251400.0,52,self_employed,2,653000.0,fixed,5,1.63,indirect,2026,0.531,0.179,0.0423
A00219,TG,house,191.0,6.5,2001,2.5,A,1472000.0,158800.0,52,employed,5,933000.0,fixed,10,1.72,indirect,2026,0.634,0.386,0.1011
A00220,BE,apartment,99.0,3.0,1937,4.7,E,566000.0,120200.0,48,employed,3,363000.0,fixed,10,1.59,direct,2026,0.641,0.198,0.048
A00221,BE,apartment,125.0,4.5,1925,5.9,D,700000.0,92200.0,45,employed,3,422000.0,fixed,10,1.58,indirect,2026,0.603,0.305,0.0723
A00222,LU,apartment,117.0,5.0,1957,2.1,C,1147000.0,191500.0,29,employed,2,941000.0,saron,0,1.08,direct,2026,0.82,0.367,0.0531
A00223,SG,house,93.0,3.5,1958,21.2,C,391000.0,122200.0,41,employed,9,303000.0,saron,0,1.1,direct,2026,0.775,0.179,0.0273
A00224,AG,apartment,50.0,2.0,1967,24.9,C,193000.0,74300.0,37,employed,1,113000.0,saron,0,0.99,direct,2026,0.585,0.102,0.0151
A00225,BE,house,145.0,5.0,1903,7.1,G,784000.0,167900.0,46,employed,2,621000.0,fixed,10,1.93,direct,2026,0.792,0.271,0.0714
A00226,ZH,apartment,94.0,3.5,1986,6.3,C,753000.0,108300.0,49,employed,3,569000.0,fixed,10,1.97,direct,2026,0.756,0.373,0.1035
A00227,LU,apartment,67.0,2.5,2015,8.6,A,496000.0,166000.0,46,employed,0,357000.0,fixed,10,1.8,direct,2026,0.72,0.148,0.0387
A00228,ZH,apartment,126.0,4.5,2001,1.5,A,1244000.0,188500.0,50,employed,15,772000.0,saron,0,1.06,direct,2026,0.621,0.271,0.0434
A00229,ZH,apartment,122.0,3.5,1944,2.1,C,1399000.0,185200.0,30,employed,7,944000.0,fixed,10,1.67,direct,2026,0.675,0.334,0.0851
A00230,ZH,apartment,131.0,5.5,1974,6.6,B,1295000.0,363100.0,49,employed,4,973000.0,fixed,5,1.51,direct,2026,0.751,0.19,0.0405
A00231,SO,apartment,104.0,4.0,1959,1.8,E,456000.0,114200.0,36,employed,1,332000.0,saron,0,0.94,direct,2026,0.728,0.202,0.0273
A00232,ZH,apartment,163.0,6.5,1956,2.6,C,1403000.0,163600.0,34,employed,3,1069000.0,saron,0,1.1,direct,2026,0.762,0.467,0.0719
A00233,ZH,house,101.0,3.0,1907,3.4,E,1147000.0,178700.0,50,employed,11,714000.0,fixed,5,1.38,direct,2026,0.622,0.264,0.0551
A00234,ZH,apartment,92.0,3.5,2019,5.0,A,907000.0,176600.0,32,employed,11,721000.0,fixed,5,1.31,direct,2026,0.795,0.299,0.0535
A00235,ZH,house,150.0,5.0,1926,5.5,F,1317000.0,186900.0,44,self_employed,7,603000.0,saron,0,1.08,direct,2026,0.458,0.232,0.0348
A00236,ZH,apartment,112.0,4.0,1998,0.3,B,1373000.0,123000.0,45,employed,2,846000.0,saron,0,0.99,direct,2026,0.616,0.456,0.0681
A00237,ZH,apartment,178.0,6.0,2011,10.7,A,1392000.0,170900.0,55,employed,2,1133000.0,fixed,10,1.84,direct,2026,0.814,0.493,0.122
A00238,ZH,apartment,88.0,3.5,2008,3.3,B,881000.0,198400.0,35,employed,21,698000.0,fixed,10,1.84,direct,2026,0.792,0.257,0.0647
A00239,SG,apartment,102.0,3.0,2005,0.4,B,823000.0,150300.0,56,self_employed,2,600000.0,fixed,5,1.61,indirect,2026,0.729,0.277,0.0643
A00240,ZH,apartment,98.0,3.0,2010,8.1,B,808000.0,139800.0,31,employed,4,702000.0,fixed,10,1.68,indirect,2026,0.869,0.387,0.0844
A00241,AG,house,185.0,6.0,1997,1.3,C,1361000.0,162100.0,49,employed,13,1051000.0,fixed,10,1.81,direct,2026,0.772,0.467,0.1174
A00242,ZH,apartment,81.0,3.0,1997,4.9,C,803000.0,145300.0,54,employed,6,605000.0,fixed,10,1.83,indirect,2026,0.753,0.295,0.0762
A00243,TG,apartment,70.0,2.0,1965,0.3,A,428000.0,103000.0,28,employed,4,368000.0,fixed,5,1.67,direct,2026,0.86,0.274,0.0597
A00244,BE,apartment,92.0,3.0,2019,27.6,A,458000.0,83700.0,33,employed,1,294000.0,saron,0,0.83,indirect,2026,0.642,0.23,0.0292
A00245,BE,house,181.0,7.0,1920,1.3,D,1363000.0,165300.0,25,employed,16,1039000.0,saron,0,1.3,direct,2026,0.762,0.449,0.0817
A00246,ZH,house,134.0,5.5,2019,2.9,B,1478000.0,397400.0,53,employed,5,1099000.0,fixed,10,1.76,direct,2026,0.744,0.195,0.0487
A00247,AG,apartment,74.0,1.5,2014,12.7,B,442000.0,107700.0,49,employed,7,323000.0,saron,0,1.2,direct,2026,0.731,0.209,0.036
A00248,TG,house,202.0,6.5,2000,8.6,A,1363000.0,196000.0,40,employed,2,818000.0,saron,0,0.94,indirect,2026,0.6,0.278,0.0392
A00249,ZH,apartment,92.0,2.5,1975,11.7,D,601000.0,133600.0,36,employed,1,441000.0,fixed,5,1.53,direct,2026,0.734,0.23,0.0505
A00250,BE,apartment,117.0,4.0,1961,1.3,A,789000.0,171800.0,53,employed,0,608000.0,fixed,10,1.91,direct,2026,0.771,0.255,0.0676
A00251,TG,apartment,70.0,3.5,2018,5.7,A,448000.0,146400.0,42,employed,8,265000.0,fixed,10,1.61,direct,2026,0.592,0.121,0.0291
A00252,BE,apartment,95.0,3.5,2016,3.7,A,694000.0,172800.0,49,self_employed,3,459000.0,saron,0,0.97,indirect,2026,0.661,0.173,0.0258
A00253,AG,apartment,90.0,3.0,1915,4.8,E,532000.0,92600.0,47,employed,15,309000.0,fixed,5,1.45,indirect,2026,0.581,0.224,0.0484
A00254,TG,house,204.0,7.0,1942,25.1,C,784000.0,208500.0,45,employed,7,429000.0,saron,0,1.05,indirect,2026,0.547,0.14,0.0216
A00255,AG,house,162.0,6.5,2002,3.1,A,1423000.0,249300.0,37,employed,4,1123000.0,fixed,5,1.69,direct,2026,0.789,0.329,0.0761
A00256,SG,house,123.0,3.5,1917,11.6,F,767000.0,108200.0,47,employed,12,519000.0,fixed,10,1.82,indirect,2026,0.677,0.315,0.0873
A00257,ZH,apartment,95.0,3.5,1903,0.3,E,1078000.0,154500.0,45,employed,2,742000.0,saron,0,0.85,indirect,2026,0.688,0.32,0.0408
A00258,AG,apartment,130.0,4.0,1973,0.3,B,1036000.0,162900.0,57,employed,0,661000.0,saron,0,0.98,direct,2026,0.638,0.266,0.0398
A00259,BE,apartment,91.0,3.5,1920,7.6,D,466000.0,94700.0,59,employed,13,332000.0,saron,0,1.0,direct,2026,0.712,0.24,0.0351
A00260,BE,house,94.0,4.0,1973,24.0,D,359000.0,58400.0,49,employed,3,243000.0,saron,0,1.02,indirect,2026,0.677,0.274,0.0424
A00261,ZH,apartment,91.0,3.0,1908,3.1,F,878000.0,144600.0,31,employed,1,687000.0,fixed,10,1.7,indirect,2026,0.782,0.345,0.0808
A00262,BE,house,226.0,7.5,2010,3.8,C,1482000.0,223300.0,40,employed,7,1334000.0,saron,0,1.13,indirect,2026,0.9,0.468,0.0675
A00263,SG,house,150.0,5.0,2019,8.3,A,848000.0,194600.0,43,employed,21,741000.0,saron,0,1.25,indirect,2026,0.874,0.294,0.0476
A00264,LU,house,222.0,7.0,1936,6.9,C,1259000.0,257400.0,53,employed,3,610000.0,saron,0,0.9,indirect,2026,0.485,0.167,0.0213
A00265,BE,house,182.0,7.5,1980,3.3,D,1339000.0,255400.0,33,self_employed,1,757000.0,saron,0,0.86,indirect,2026,0.565,0.201,0.0255
A00266,LU,house,139.0,5.0,2004,0.4,B,1122000.0,193300.0,40,self_employed,10,662000.0,fixed,5,1.54,direct,2026,0.59,0.229,0.0527
A00267,TG,house,214.0,7.5,1941,14.8,E,921000.0,128000.0,42,employed,1,609000.0,saron,0,1.18,direct,2026,0.661,0.31,0.0561
A00268,LU,house,136.0,5.5,1954,2.5,F,1158000.0,180900.0,51,employed,1,883000.0,saron,0,1.07,direct,2026,0.763,0.349,0.0522
A00269,AG,apartment,92.0,3.5,1997,8.0,B,603000.0,182900.0,39,employed,4,525000.0,fixed,5,1.5,indirect,2026,0.871,0.221,0.0431
A00270,ZH,apartment,112.0,4.5,1914,12.8,G,1021000.0,286400.0,34,employed,10,741000.0,fixed,10,1.84,direct,2026,0.726,0.179,0.0476
A00271,ZH,house,123.0,4.5,1980,2.9,C,1274000.0,237400.0,51,self_employed,2,946000.0,fixed,10,1.53,indirect,2026,0.743,0.28,0.061
A00272,ZH,apartment,115.0,4.0,2022,4.5,B,1149000.0,204400.0,41,self_employed,4,777000.0,saron,0,1.05,direct,2026,0.676,0.25,0.0399
A00273,TG,apartment,125.0,4.0,2002,1.9,B,893000.0,113300.0,47,employed,5,568000.0,saron,0,1.2,indirect,2026,0.636,0.329,0.0602
A00274,BE,apartment,99.0,4.0,1995,2.4,A,665000.0,116100.0,30,employed,5,534000.0,fixed,5,1.61,direct,2026,0.803,0.339,0.0741
A00275,ZH,apartment,147.0,5.0,1987,2.4,C,1343000.0,124900.0,51,employed,3,882000.0,saron,0,1.11,indirect,2026,0.657,0.461,0.0784
A00276,LU,apartment,83.0,3.0,2019,3.2,A,829000.0,143900.0,40,employed,1,605000.0,fixed,10,1.79,indirect,2026,0.73,0.292,0.0753
A00277,BE,house,152.0,6.0,2008,1.1,B,1136000.0,222600.0,45,employed,2,712000.0,saron,0,1.07,direct,2026,0.627,0.211,0.0342
A00278,AG,apartment,160.0,5.5,1940,6.1,E,1067000.0,126000.0,31,employed,17,633000.0,fixed,10,1.8,direct,2026,0.593,0.336,0.0904
A00279,BE,apartment,74.0,3.5,1968,5.1,B,461000.0,112600.0,47,employed,3,378000.0,fixed,10,2.09,direct,2026,0.82,0.251,0.0702
A00280,BE,house,168.0,6.5,2016,18.1,A,934000.0,135000.0,46,employed,30,561000.0,fixed,5,1.59,direct,2026,0.601,0.277,0.0661
A00281,ZH,apartment,75.0,3.5,1953,29.6,D,399000.0,146200.0,61,employed,9,287000.0,fixed,5,1.48,direct,2026,0.719,0.135,0.0291
A00282,SG,apartment,77.0,3.0,1987,0.8,C,497000.0,169900.0,49,self_employed,5,341000.0,fixed,5,1.31,direct,2026,0.686,0.133,0.0263
A00283,AG,apartment,148.0,5.5,1997,6.7,A,1145000.0,224800.0,41,self_employed,3,827000.0,saron,0,0.91,direct,2026,0.722,0.254,0.0335
A00284,SO,apartment,99.0,4.0,2001,2.0,A,555000.0,106400.0,40,employed,14,452000.0,saron,0,1.16,direct,2026,0.814,0.316,0.0493
A00285,TG,apartment,109.0,3.5,2000,1.4,A,664000.0,295700.0,41,self_employed,30,368000.0,saron,0,1.06,indirect,2026,0.554,0.085,0.0132
A00286,ZH,house,186.0,7.0,1988,14.1,C,1708000.0,147900.0,48,employed,1,1300000.0,fixed,5,1.46,direct,2026,0.761,0.628,0.1283
A00287,AG,apartment,80.0,2.5,2009,21.8,B,459000.0,107600.0,38,employed,10,369000.0,fixed,5,1.56,direct,2026,0.804,0.253,0.0535
A00288,SO,house,128.0,4.5,1907,9.7,E,631000.0,173600.0,46,employed,3,513000.0,fixed,10,1.97,indirect,2026,0.813,0.22,0.0582
A00289,ZH,apartment,112.0,4.0,1924,1.1,E,1165000.0,128800.0,44,employed,3,634000.0,saron,0,0.72,direct,2026,0.544,0.337,0.0354
A00290,TG,house,143.0,4.0,1921,32.5,G,412000.0,104500.0,44,self_employed,3,283000.0,fixed,10,1.71,direct,2026,0.687,0.18,0.0463
A00291,BE,house,129.0,5.0,1922,5.1,E,720000.0,142500.0,40,employed,1,590000.0,fixed,10,1.6,indirect,2026,0.819,0.309,0.0662
A00292,AG,house,102.0,3.5,1977,3.1,D,804000.0,91300.0,68,retired,7,533000.0,fixed,5,1.49,indirect,2026,0.663,0.38,0.087
A00293,ZH,apartment,120.0,4.0,1993,0.3,C,1233000.0,279600.0,57,employed,6,902000.0,fixed,5,1.46,direct,2026,0.732,0.224,0.0471
A00294,ZH,apartment,162.0,4.5,1971,9.8,C,1295000.0,254900.0,34,employed,8,978000.0,fixed,10,1.75,indirect,2026,0.755,0.273,0.0671
A00295,ZH,apartment,97.0,4.0,1932,7.1,F,1084000.0,188000.0,50,employed,16,744000.0,saron,0,1.12,direct,2026,0.686,0.263,0.0443
A00296,SG,apartment,70.0,2.5,2013,2.1,A,468000.0,168400.0,62,employed,13,259000.0,fixed,5,1.47,direct,2026,0.553,0.105,0.0226
A00297,SO,house,115.0,4.0,2018,1.8,A,715000.0,130900.0,34,employed,3,533000.0,fixed,10,2.03,direct,2026,0.745,0.287,0.0827
A00298,ZH,house,126.0,4.0,1992,14.8,A,1050000.0,232100.0,36,employed,8,751000.0,fixed,5,1.43,direct,2026,0.715,0.222,0.0463
A00299,ZH,apartment,62.0,1.5,2011,2.7,A,688000.0,190500.0,45,employed,7,494000.0,fixed,10,1.69,direct,2026,0.718,0.178,0.0438
A00300,BE,apartment,167.0,6.0,2017,16.8,A,711000.0,120700.0,50,employed,4,526000.0,fixed,10,1.89,direct,2026,0.74,0.306,0.0824
A00301,BE,house,130.0,4.5,2019,5.8,B,853000.0,97100.0,37,employed,1,610000.0,fixed,10,1.67,direct,2026,0.715,0.43,0.1049
A00302,TG,house,103.0,3.0,1960,2.4,E,588000.0,172300.0,45,self_employed,2,468000.0,fixed,10,1.63,direct,2026,0.796,0.199,0.0443
A00303,AG,apartment,112.0,4.5,1964,18.7,C,516000.0,119500.0,28,employed,6,289000.0,fixed,5,1.47,indirect,2026,0.56,0.164,0.0356
A00304,TG,apartment,100.0,4.0,1950,2.3,D,652000.0,133100.0,43,employed,7,411000.0,fixed,10,1.69,indirect,2026,0.63,0.203,0.0522
A00305,BE,house,122.0,3.5,1905,0.8,C,925000.0,128900.0,51,self_employed,16,711000.0,fixed,5,1.39,indirect,2026,0.769,0.396,0.0767
A00306,LU,apartment,122.0,4.0,1906,0.9,G,988000.0,121800.0,60,self_employed,10,757000.0,fixed,5,1.49,indirect,2026,0.766,0.446,0.0926
A00307,BE,house,136.0,4.0,1926,1.6,E,953000.0,96700.0,51,employed,4,652000.0,saron,0,1.08,direct,2026,0.684,0.447,0.0728
A00308,BE,house,101.0,3.5,2014,3.7,A,771000.0,80200.0,52,self_employed,2,462000.0,fixed,10,1.78,indirect,2026,0.599,0.384,0.1025
A00309,BE,apartment,83.0,3.0,1984,3.6,D,527000.0,86400.0,46,employed,2,399000.0,fixed,10,1.46,direct,2026,0.757,0.329,0.0674
A00310,LU,house,190.0,7.0,1957,0.9,C,1548000.0,123600.0,31,employed,4,1109000.0,fixed,10,1.76,indirect,2026,0.716,0.615,0.1579
A00311,SG,house,188.0,7.0,1900,32.4,F,734000.0,163600.0,41,self_employed,2,396000.0,fixed,10,1.89,indirect,2026,0.54,0.166,0.0457
A00312,ZH,house,162.0,6.0,1978,2.2,A,1712000.0,98900.0,49,employed,0,1541000.0,saron,0,0.9,direct,2026,0.9,1.222,0.1402
A00313,ZH,house,208.0,7.0,1987,3.1,B,2457000.0,198900.0,46,employed,13,1752000.0,fixed,10,1.72,direct,2026,0.713,0.602,0.1515
A00314,ZH,house,164.0,5.0,1954,8.0,C,1812000.0,136600.0,39,employed,12,1389000.0,fixed,5,1.53,direct,2026,0.767,0.729,0.1556
A00315,AG,apartment,110.0,3.5,2004,0.3,B,800000.0,162500.0,48,employed,19,538000.0,fixed,10,2.08,direct,2026,0.672,0.217,0.0689
A00316,SG,apartment,72.0,2.5,1926,11.0,E,427000.0,134600.0,30,employed,5,319000.0,fixed,10,1.76,direct,2026,0.747,0.167,0.0417
A00317,ZH,house,142.0,5.5,1954,4.9,D,1544000.0,191400.0,55,self_employed,1,1032000.0,fixed,10,1.71,indirect,2026,0.668,0.351,0.0922
A00318,ZH,apartment,78.0,3.0,1901,14.0,F,588000.0,133100.0,40,self_employed,0,458000.0,fixed,5,1.38,direct,2026,0.779,0.249,0.0475
A00319,SG,apartment,108.0,4.0,2015,13.9,A,562000.0,129400.0,44,employed,4,463000.0,saron,0,1.02,indirect,2026,0.824,0.268,0.0365
A00320,ZH,house,139.0,4.5,1912,1.4,E,1502000.0,167300.0,47,employed,2,812000.0,fixed,10,1.72,direct,2026,0.541,0.332,0.0835
A00321,BE,house,149.0,5.0,1933,8.5,D,867000.0,112000.0,37,employed,13,524000.0,fixed,10,1.72,indirect,2026,0.604,0.311,0.0805
A00322,ZH,apartment,100.0,3.5,2004,9.3,A,1001000.0,151600.0,45,employed,5,798000.0,fixed,5,1.25,indirect,2026,0.797,0.387,0.0658
A00323,AG,apartment,103.0,3.5,1988,18.4,C,487000.0,89100.0,46,employed,2,292000.0,fixed,10,1.82,indirect,2026,0.6,0.219,0.0596
A00324,TG,house,174.0,6.5,2008,10.7,B,958000.0,140600.0,35,employed,18,641000.0,saron,0,0.88,direct,2026,0.669,0.297,0.0401
A00325,BE,house,127.0,4.0,1915,4.6,E,727000.0,235100.0,67,retired,11,549000.0,fixed,5,1.48,direct,2026,0.755,0.166,0.0346
A00326,TG,apartment,103.0,3.5,1990,1.6,C,573000.0,114600.0,55,employed,11,513000.0,saron,0,1.27,direct,2026,0.895,0.35,0.0569
A00327,AG,apartment,119.0,5.0,1973,4.0,D,760000.0,125600.0,42,employed,6,653000.0,fixed,5,1.58,indirect,2026,0.859,0.398,0.0821
A00328,ZH,apartment,74.0,3.0,1973,28.5,B,461000.0,99400.0,41,employed,0,322000.0,fixed,10,1.74,direct,2026,0.698,0.218,0.0564
A00329,TG,apartment,60.0,2.0,1970,0.3,E,332000.0,55400.0,25,employed,13,200000.0,saron,0,1.05,direct,2026,0.602,0.24,0.0379
A00330,LU,apartment,82.0,3.5,1919,2.6,D,527000.0,93300.0,49,self_employed,15,415000.0,fixed,10,1.87,direct,2026,0.787,0.324,0.0832
A00331,LU,house,114.0,4.0,1981,4.2,D,883000.0,133900.0,38,employed,7,536000.0,saron,0,0.87,indirect,2026,0.607,0.266,0.0348
A00332,SG,house,135.0,5.0,2000,10.9,A,706000.0,124400.0,53,employed,6,522000.0,saron,0,1.04,indirect,2026,0.739,0.294,0.0436
A00333,AG,house,173.0,6.5,1978,0.9,B,1346000.0,108500.0,44,employed,7,712000.0,fixed,10,1.81,direct,2026,0.529,0.452,0.1188
A00334,SO,house,171.0,6.5,2012,4.6,A,1031000.0,282000.0,41,employed,15,636000.0,saron,0,1.2,direct,2026,0.617,0.149,0.0271
A00335,ZH,apartment,82.0,2.5,1976,10.3,B,765000.0,126900.0,50,employed,3,419000.0,saron,0,0.99,direct,2026,0.548,0.225,0.0327
A00336,ZH,house,141.0,6.0,1946,19.0,E,971000.0,174600.0,41,employed,1,726000.0,fixed,10,1.63,indirect,2026,0.748,0.294,0.0678
A00337,BE,apartment,91.0,3.5,1980,21.2,D,342000.0,127700.0,55,employed,14,271000.0,fixed,10,1.9,direct,2026,0.792,0.155,0.0403
A00338,ZH,house,116.0,4.0,2011,11.1,A,1280000.0,148400.0,41,employed,10,842000.0,fixed,10,1.74,direct,2026,0.658,0.37,0.0987
A00339,SG,house,146.0,5.0,1901,12.5,F,934000.0,111900.0,46,self_employed,5,588000.0,fixed,10,1.79,direct,2026,0.63,0.346,0.0941
A00340,ZH,house,121.0,4.5,1923,10.3,F,1105000.0,140800.0,38,self_employed,7,751000.0,fixed,5,1.5,indirect,2026,0.68,0.352,0.08
A00341,ZH,apartment,101.0,3.0,2009,2.5,B,1008000.0,197400.0,49,employed,1,718000.0,fixed,10,1.72,indirect,2026,0.712,0.248,0.0626
A00342,BE,house,142.0,5.0,2011,1.6,A,1042000.0,86000.0,39,employed,13,630000.0,fixed,10,1.82,direct,2026,0.605,0.487,0.1333
A00343,ZH,apartment,129.0,4.5,2014,3.1,A,1318000.0,118500.0,43,employed,0,799000.0,saron,0,1.04,indirect,2026,0.606,0.448,0.0701
A00344,SG,house,135.0,4.5,2014,5.1,A,856000.0,119600.0,25,self_employed,1,525000.0,saron,0,1.03,direct,2026,0.613,0.291,0.0452
A00345,LU,apartment,81.0,3.0,1908,11.3,E,644000.0,131700.0,49,employed,3,483000.0,saron,0,1.02,indirect,2026,0.75,0.259,0.0374
A00346,AG,apartment,76.0,3.0,1909,16.9,E,321000.0,66000.0,50,employed,3,233000.0,fixed,5,1.52,direct,2026,0.726,0.244,0.0537
A00347,AG,apartment,60.0,2.0,2010,4.1,B,431000.0,101100.0,50,employed,10,257000.0,saron,0,1.05,direct,2026,0.596,0.17,0.0267
A00348,ZH,house,127.0,5.5,1984,2.3,C,1566000.0,192300.0,39,employed,7,958000.0,fixed,5,1.67,direct,2026,0.612,0.331,0.0832
A00349,SG,house,162.0,5.5,1953,1.2,C,1179000.0,142400.0,36,employed,15,905000.0,saron,0,1.1,direct,2026,0.768,0.456,0.0699
